global _id,id,frame,frame_elements,definition,link,lus
1 721,593,Agentive_preventing,Agent Event Degree Place Time,,,underlåta.v
45,594,Age,Age Attribute Degree Entity Expressor Circumstances Descriptor Duration Time,"An Entity has existed for a length of time, the Age. The Age can be characterized as a value of the age Attribute, or a Degree modifier may express the deviation of the Age from the norm. The Expressor exhibits qualities of the age of the Entity.  This building is twenty thousand years old.  My grandpa is really old  Junior is only five weeks old.  A cunning oldish voice called out from the crowd.  His age was 23 at the time.   People of age 55 or older should consult their physician.   I have a 13-year-old cousin  My grandma is old  There are additional patterns that the LUs in this frame occur in which are not licensed by a particular lexical head but by a construction. Additionally, there are patterns that evoke this frame without any overt lexical head that are part of this frame.   She is 45 years of age. Billy is 13.     ",,"gammal.a, ålder.n, minderårig.a, elvaårig.a, femårig.a, medelålder.n"
1 722,595,Cause_expansion_mod,Agent Cause Item Co_variable Dimension Elapsed_Time Group Initial_size Instrument Manner Result_size Size_change Time,,,"vidga.v, förstora.v, förlänga.v, utvidga.v, förlängning.n"
41,596,Adopt_selection,Agent Attribute Value Circumstances Containing_event Depictive Duration Epistemic_stance Event_description Explanation Frequency Instrument Manner Means Particular_iteration Place Purpose Re_encoding Role Time Particular iteration,"An Agent has an Attribute which can take different Values, and the Agent selects and then begins to use some Value for that Attribute. The Attribute includes both physical (shape, color) and abstract (belief, practice) types. For some LUs in this frame, it is common for only the Value to be expressed, with the Attribute implicit. (Often this implicit attribute can be given second-layer expression on the Value. Note that such second-layer annotation should be assumed in the first two examples below.)  They scoff at their opponents and assume an air of superior knowledge There are times when teachers should adopt a neutral stance in discussion of morally controversial issues. A person does not have to make the statement ""I adopt this as my position"" to do so. ",,
1 723,597,Administration_of_medication_specification,Drug_name Body_system Circumstances Depictive Dosage Drug_form Drug_strength Drug_type Duration Frequency Manner Purpose Route_of_drug_administration Time Time_of_the_day Time_elapsed_between_administration,"This frame focuses on information put on prescriptions by doctors. The LUs stand for name of the drugs. The information conveyed by FEs specify all relevant details for their administration which needs to be put on prescription, e.g. Dosage, Drug form etc.",,"tablett.n, antibiotika.n, salva.n"
1 724,598,Administration_of_medication_conveyance,Drug Doctor Patient Body_system Circumstances Depictive Dosage Duration Frequency Instrument Manner Purpose Route_of_drug_administration Time Time_of_the_day Time_elapsed_between_administration,This frame focuses on communicating information about the method for the drug conveyance in doctor-patient interaction or direct interaction between healthcare professionals. The details concerning the conveyance of the Drug are described by means of the non-core FE.,,
40,599,Adjusting,Agent Feature Part Circumstances Degree Final_value Imposed_purpose Instrument Manner Means Place Purpose Time,"An Agent changes a Part of a complex entity with regard to some Feature in order to achieve some Imposed_purpose affected by the Feature. The complex entity is often a device or mechanism, but may also be an abstract entity such as the economy. Also, the full entity may be used in place of the Part.  I need to adjust the thermostat to around 80 degrees when she visits. It didn't work the first time , so she had to tweak the oven a little . Greenspan expressed confidence that the current calibration of interest rates was not an overcompensation .",,
267,600,Cause_impact,Agent Cause Impactee Impactor Impactors Force Instrument Manner Means Period_of_iterations Place Purpose Result Speed Subregion Time,"An Agent causes an Impactor to make sudden, forcible contact with an Impactee, or manipulates two (or more) Impactors so that they make mutual forcible contact.   He slammed his fist down on the table and bellowed something unintelligible.",,"hamra.v, bulta.v, boxaboxas.v, banka.v, klubba.v"
37,601,Adding_up,Cognizer Numbers Result Manner Means Place Purpose Time,"A Cognizer computes a Result on the basis of input Numbers by addition.    Add up your savings.  This is a cumulative figure obtained by adding up the cost of treating a given volume of specific diseases.  When he later took the trouble to add up the bill he discovered that the actual cost was Fr 1,481 , around 140 pounds : an overcharge of 40 pounds Chaperones tallied the number of tickets sold at the school dance at more than 1000.",,summera.v
34,602,Addiction,Addict Addictant Compeller Degree,"This frame concerns an Addict's physiological or psychological compulsive dependence on an Addictant, the substance or behavior to which the Addict is addicted.",,
2,603,Abounding_with,Location Theme Degree Depictive Time,"A Location is filled or covered with the Theme. The Location is realized as the External Argument, and the Theme either as PP complement headed by with, in or of.  NB: This frame does not include uses of adjectives like paved when they merely specify the Type of some location, as in ""paved and unpaved roads"".  The waters of the bay teemed with fish. The waters of the bay were teeming with fish. The road was completely covered in mud. ",,
1 477,604,Taking_captive,Agent Captive Cause Containing_event Depictive Instrument Manner Means Motivation Place Purpose Reason Time,,,"gripa.v, fånga.v, fängsla.v, gripande.n"
1 473,605,System_complexity,System Degree Dimension,,,komplex.a
1 475,606,Take_place_of,Function New Old Role Context Degree Explanation Manner Time,"A New filler occupies a Role or serves a Function after the Old filler ceases to occupy the position. In many cases, the Role or Function is implicit.   Gas can substitute entirely for petrol. Sometime in the 1880s gas replaced oil for manufacturing fuel. Twelve years later, oil replaced coal as the energy of choice. Honey can replace sugar in this recipe.",,"ersätta.v, avlösning.n"
1 725,607,Suspiciousness,Behavior Entity Social_actor Degree Judge,"In this frame, an Entity or Behavior is suspicious or otherwise subject to question. The general implication is that the Entity or Behavior provides evidence for some (as yet unproven) socially undesirable conclusion about a (usually implicit) Social_actor. (Such conclusions often include the idea that some individual is lying, or that a crime was committed.) We found some suspicious checks lying on his desk. It was rather suspicious of you to leave the party just before the police arrived. ",,
1 472,608,System,Complex Component_entities Function Salient_entity Descriptor Possessor,A Complex with a particular Function is formed out of Component_entities. The function may be expressed by reference to a Salient_entity involved in the working of the Complex.The body's immune system can be mobilized against cancer. The sewer system carries wastewater from homes and businesses to the Water Pollution Control Plant for treatment.,,"system.n, solsystem.n, transportsystem.n, samhällssystem.n"
1 467,609,Surviving,Dangerous_situation Survivor Degree Depictive Means Place Time,"A Survivor manages to avoid being negatively affected, despite encountering a Dangerous_situation. The negative effect is most often death, destruction, or a metaphorical construal of one of these.  Wilderness Survival: Could You Survive the Wild?  More than 400 of the 600 residents rode out the hurricane in Gulfport's 11-story high-rise beachfront facility.",,"överleva.v, överlevnad.n"
1 468,610,Suspicion,Authority Incident Suspect Time,"A person or group, the Authority, believes that another person, the Suspect is a participant in a criminal Incident.  The police suspect Noah Rogers  of aiding the robbery last night at Shop-n-drive.",,"misstänka.v, misstanke.n"
1 726,611,Cause_contraction,Item Co_variable Degree Dimension Duration Group Initial_size Manner Path Rate Result_size Size_change Time,,,
341,612,Cogitation,Cognizer Topic Degree Depictive Manner Means Medium Purpose Result Time,"A person, the Cognizer, thinks about a Topic over a period of time. What is thought about may be a course of action that the person might take, or something more general.  The men were silently mulling over the proposition of committing an assassination",,"tänka.v, fundera.v, undra.v, betänkabetänka sig.v, tanktanke.n, tanke.n, meditera.v, brybry sigbry sig om.v, reflexion.n"
1 478,613,Taking_sides,Action Cognizer Issue Concessive Degree Descriptor Explanation Manner Particular_iteration Place Time,"A Cognizer has a relatively fixed positive or negative point of view towards an Issue. A Side in a debate concerning an Issue or an Action of a Side may stand in for the Issue. The Cognizer's Degree of alignment may also be specified.  In interviews , it seems like everyone is completely against this expenditure . ",,"hållahålla på.v, invända.v, opponera.v"
1 479,614,Taking_time,Activity Agent Degree Time_length Attribute Circumstances Duration Time,"An Activity takes some Time_length to complete. If an Agent is involved they may stand in metonymically for the Activity. For some LUs (e.g., fast, speedy) the Degree to which the Activity is conceived of as taking less time than usual can be expressed.  How long will this take?  The ride was speedy and often bumpy.  Under high-pressure situations, police officers are very fast at reacting to danger.",,"tidta tid:15.n, tata upp.v, tidta tid:7.n, långsam.adv, långsam.a, sakta.adv"
189,615,Being_wet,Item Liquid Cause Degree Subregion,"An Item is in a state of wetness with the possibility of the wetting Liquid being mentioned, along with the Degree of wetness.  The mop is drenched with water from last night's rain.",,"blöt.a, daggvåt.a"
1 727,616,Employee's_scenario,Employee Employer Task Compensation Duration Field Position,"The sequence of events in which the Employee hires on with an Employer, holds a Position, and finally leaves the Position.",,
685,617,Foreign_or_domestic_country,Current_country Discourse_salient_country Constituent_parts Container_possessor Descriptor Name Population Relative_location,A Current_country is identified as matching or not matching the instance of the Discourse_salient_country.  Foreign sales account for only 20% of IBM's income .,,utland.n
183,618,Being_operational,Artifact Degree,"An Artifact, either a machine or a network of operations, is in a state ready to perform its intended function.",,"gågå bra.v, fungera.v, gången gång:5.n, funktion.n, funka.v, gågå igenom.v"
16,619,Active_substance,Effect Substance Name Type Descriptor,A Substance causes an Effect. The Substance is produced by a process understood as directed towards the Effect. The Name for the material that makes up the substance may also be given.  A rationale for using denatured gp160 as a therapeutic agent in HIV-infected people is to boost the immune response .  The quinolones now seem to be the antimicrobial agents of choice for acute bacterial prostatitis.  Hormonally active chemicals have the potential to cause significant environmental injury.  Only after the potion has been drunk does the active ingredient form. DNI  The sarin agent might have been a leftover shell from a chemical-arms dump.,,
694,620,Friction,Static_object Theme Themes Degree Manner Place," A Theme moves on or against the surface of a Static_object. (Alternatively, Themes moves against each other simultaneously). The Theme exerts pressure on the surface and experiences resistance to its movement.    Smithers' boots scraped on the floor.",,knirkande.n
14,621,Accuracy,Agent Degree Deviation Instrument Means Circumstances Domain Frequency Outcome Place Target Target_value Time,"An Agent is involved in an activity whose degree of success is dependent on a parameter of the action matching a particular set of values of a continuous variable or variables (e.g. quantity, location, time).   The Agent, or metonymically the Instrument or Means action, is described in terms of the actual or expected Deviation between the location, time, or quantity in the activity and the location, time, or quantity which is necessary for the intended event.  The Longview Rangefinder is accurate to within one foot per hundred yards . His estimate was off by an order of magnitude .  The fork truck operator must be fairly accurate in his aim.  The precision of the daily measurements is dependent on a number of factors.",,"exakt.adv, jämn.a, precision.n, jämn.adv, exakt.a"
12,622,Accoutrements,Accoutrement Body_location Creator Descriptor Material Name Part Style Time_of_creation Use Wearer,"A Wearer wears accessories, which are made of some Material and may have a Style. Most of the accessories are non-essential (clothing) items. She wore a black velvet hat on her head.",,"örhänge.n, pärlhalsband.n, skärp.n, länk.n, hängsle.n, hatt.n, smycke.n, vigselring.n, glasögaglasögon.n, brillor.n"
11,623,Accomplishment,Agent Goal Circumstances Degree Domain Duration Explanation Instrument Manner Means Outcome Particular_iteration Place Time,"After a period in which the Agent has been working on a Goal, the Agent manages to attain it. The Goal may be a desired state, or be conceptualized as an event.   ",,"genomföra.v, uppnå.v, åstadkomma.v, verkställa.v"
1 480,624,Talking_into,Addressee Content Speaker Goods Instrument Means Place Purpose,A Speaker expresses through language his wish to get the Addressee to act. The Addressee forms an intention to act and does so.,,
6,625,Access_scenario,Barrier Theme Useful_location,A Theme is or is not capable of entering or accessing a Useful_location because of/despite a Barrier.,,
5,626,Abusing,Abuser Victim Circumstances Degree Depictive Duration Frequency Instrument Manner Means Period_of_iterations Place Purpose Reason Time Type Circumstnaces,"In this frame an Abuser repeatedly treats the Victim in a cruel and violent way, including physically harming or forcing the Victim to engage in sexual activity against their will. The Victim usually lacks the power to resist or fight back. A Type of abuse may be indicated. There may also be a Degree.  Her father verbally abused her mother. ",,"misshandel.n, förgripa sig.v"
4,627,Abundance,Collection Place Quantity Circumstances Degree Measure Time,The Quantity of a Collection occurring in a Place has a particular Measure. The Measure of the Collection is referred to only in terms of how the Measure diverges from a norm for Collections of the specified type. Degree may further refine the relation of the Measure to the norm.  Beauty is abundant in a land flowing with snowmelt.  Detritus of life abounds in the atmosphere.   There was a recent discovery that exotic microbes teem in the rocks hundreds of metres beneath the floor of the Pacific Ocean.,,
3,628,Absorb_heat,Container Entity Heat_source Cause Circumstances Depictive Duration Manner Medium Place Purpose Result Temperature Time,"An Entity (generally food) is exposed to a Heat_source whose Temperature may also be specified. Generally, the Entity undergoes some sort of change as a result of this process.  Bacon was frying in the pan, and a great heap of eggs already lay steaming on a plate. If it cooks at 400 for an hour, it 'll be nothing but a pile of ash!",,sjuda.v
1 422,629,State_continue,Entity State Circumstances Depictive Duration Explanation Place Reason Time,"Despite some implication that a State would be interrupted, the Entity remains in the specified State. Note that State includes locative relations.  Online security remains elusive. ",,"hållahållas.v, hållahålla på.v, hålla.v, bli.v, stanna.v, hållahålla sig.v, hållahålla ihop.v, hållahålla tummarna.v, hållahålla handen.v, blibli av.v, hållahålla till.v, hållahålla ordning.v, hållahålla takt.v, förbli.v, blilåta bli:4.v, hållahålla ögonenhålla ögonen öppna.v, hållahålla med.v"
1 423,630,State_of_entity,Entity State Evaluation Parameter,"An Entity is in a specified State. When not explicitly specified, the State usually concerns the Entity's health, repair of functioning. The State is also often assessed with an Evaluation and it may be specified to apply only to a particular Parameter of the Entity.  Some of the classics were in excellent condition.  She was taken home , where her condition worsened.  They soon reduced the Indians to a CONDITION of abject slavery .  They had regressed beyond any help and could never be cured of their ""bestial"" STATE of utter dependency on poor relief.  Evil is the outer result of a mental condition of fear, ignorance, doubt, unbelief.   ",,"skick.n, tillstånd.n"
1 419,631,Stage_of_progress,Entity Degree Domain Manner Time,"An Entity is at a particular stage of its development.   The Next Generation Internet (NGI) Program has been successfully completed.  Osama bin Laden, prime suspect in the US terror attacks, is outfoxing intelligence agencies with his low-tech communication methods. Kids are much more advanced today than they were in our era that is for sure.",,
1 421,632,State,Entity,An Entity persists in a stable situation called a State,,
1 408,633,Speed_description,Attribute Degree Entity Speed Circumstances Explanation Time,,,"fart.n, fort.adv, snabb.adv, hastig.a, hastighet.n, hastig.adv, snabb.a, fartta fart:19.n, fartta fart:13.n"
1 409,634,Spelling_and_pronouncing,Formal_realization Judgment Manner Part_of_form Sign Speaker Addressee Context Depictive Explanation Frequency Particular_iteration Purpose Time,"A Speaker realizes a Sign, usually a linguistic one, in some Formal_realization. The Formal_realization may be described as correct or incorrect in a Judgment expression, or it may be partially indicated as a Part_of_form. Manner may be used as a more general indication of the Formal_realization  A person doesn't always pronounce a word the way they say it in context  I can't spell. INI INI  Stephanopolous spells his name with a ""ph"".  On page 87465, you spelled the name of my dog incorrectly as ""Checquers"".  In German, the word for 'peace' is written ""Friede"" CNI",,accentuera.v
1 404,635,Speak_on_topic,Audience Speaker Topic Explanation Manner Medium Occasion Place Time,"A Speaker addresses an Audience on a particular Topic. The Audience is generally passive, although for many types of address (including academic talks and press conferences), a discussion or question-answer period is virtually always required.",,"predikning.n, predika.v"
1 728,636,Speed,Attribute Degree Entity Speed Time Circumstances Explanation,"An Entity is capable of motion at a particular Speed or actually in motion at a particular Speed.  The car went by real fast.  The car is really fast.  Oh yeah, Maseratis are fast! INI  The speed of the car was 25 mph when it ran into the obstacle.",,
1 482,637,Tasting,Agent Food Instrument Manner Means Place Purpose Time,An Agent ingests or begins to ingest a Food item that they have not had before with the intention of determining its quality on some scale. A Purpose for trying the Food may be explicitly mentioned.  Most people will never try dog. I tasted the soup to see if it had enough salt.,,provsmaka.v
1 729,638,Stimulus_focus_negative,Stimulus Circumstances Comparison_set Degree Experiencer Parameter Property,,,"irritation.n, trist.a, gräslig.a, läskig.a, tråkig.a, ointressant.a"
1 425,639,Statement,Medium Message Speaker Topic Addressee Containing_event Degree Depictive Epistemic_stance Event_description Frequency Group Internal_cause Iteration Manner Means Occasion Particular_iteration Place Time,"This frame contains verbs and nouns that communicate the act of a Speaker to address a Message to some Addressee using language. A number of the words can be used performatively, such as declare and insist. I now declare you members of this Society. ",,"säga.v, kommentar.n, förklaring.n, konstatera.v, påstå.v, tala.v, sägasäga sig.v, hävda.v, uppge.v, sägasom sagt:4.v, kommentera.v, sägadet vill säga:5.v, uttala.v, påstående.n, utlåtande.n, förklara.v, rapportera.v, sägasäga upp.v, uttalande.n, förkunna.v, sägaför att inte säga:5.v, sägaså att säga:5.v, yttrande.n, stadga.v, sägaså att säga:11.v, talatala gotttala ont.v, sägasäga sigsäga sig självt.v, talatala om.v, antyda.v, rapport.n, ordalag.n, sägadet vill säga:3.v, sägadet vill säga:6.v"
1 429,640,Stimulus_focus,Stimulus Degree Experiencer Parameter Circumstances Comparison_set Property,"In this frame either a Stimulus brings about a particular emotion or experience in the Experiencer or saliently fails to bring about a particular experience. Some words indicate that the Stimulus is characterized by the experience it is likely to evoke in an Experiencer and for these, the Experiencer may rarely be present. There may also be a Degree to which the Stimulus affects the Experiencer and Circumstances under which the experience occurs. There may also be a Comparison_set to which the Stimulus is compared and a Parameter that indicates the area in which the Stimulus has its effect.   The view is breathtaking in January.    That movie was quite fascinating.    That was certainly a gratifying experience.  The report was very alarming to me. ",,
1 730,641,Entity_specific_modes_of_being,Entity Entity_related_property Circumstances Duration Frequency Manner Particular_Iteration Place Time,"These verbs describe behaviour or a state of existence that is typical of certain entities, each of them occurs with a limited set of subjects.",,"blomma.v, leda.v, grönska.v"
1 393,642,Social_interaction_evaluation,Affected_party Behavior Evaluee Expressor Topic Judge Degree Manner,In this frame an Evaluee is judged by a (usually implicit) Judge to be of a certain character based on her or his Behavior towards other human beings; a specific Affected_party may be overtly mentioned along with the Degree to which the Evaluee behaves appropriately towards others. TheBehavior alone may be mentioned with the understanding that these behaviors characterize a property of the unmentioned Evaluee. The Evaluee's Behavior may be in the context of a Topic.   It was nice of you to send a card.     Jim was thoughtful to email the directions.    For Martha to smoke in the car was extremely inconsiderate.    It was cruel that he continued to call her.    Mary was cruel to her friends.    Samson was a thoughtless person.   Mrs. Robinson was always considerate of her students.    The press was always kind about Madonna.    Lee was nice about my car accident.    I appreciated his kind offer of the car.,,"diplomatisk.adv, trevlig.a, smidig.adv, elak.a, smidig.a, snäll.a, medmänsklig.a, närgången.a, vänlig.a, trofast.a, ovänlig.adv, ohövlig.adv, social.a, snäll.adv, hygglig.a, medmänsklighet.n"
1 389,643,Social_event,Attendee Social_event Degree Descriptor Duration Frequency Honoree Host Manner Name Occasion Period_of_iterations Place Purpose Refreshment Style Time,"A Social_event occurs at which Attendees are present to conduct a social function or joint activity. The Social_event is often a party or celebration, in which case it is possible to express someone who is being honored (the Honoree) or its function may be to celebrate an Occasion at which Attendees are present. Often, a specific Attendee, the Host, provides a venue for people to gather.  Sue threw a party for Bob's birthday.  Who will host the Olympic games in eight years?",,"rejvfest.n, fira.v, kräftskiva.n, festival.n, festa.v, festande.n, kalas.n"
1 390,644,Social_event_collective,Attendees Degree Duration Manner Particular_iteration Place Time,"This frames describes a social event where there may or may not be a permanent or semi-permanent relationship between participants. Additionally, participants in this frame are expressed in one representative FE, Attendees. Note the difference between this frame and Social_event_individuals, where participants are grammatically separated.  Our date yesterday was interrupted by my ex-boyfriend!",,datdate.n
1 731,645,Social_care_scenario,Care_taker Facility Patient Depictive Duration Frequency Manner Means Need Place Purpose Time,,,
1 386,646,Social_connection,Connection Individual_1 Individual_2 Individuals Degree Type,A mutual social and personal relationship that keeps people involved in each other's lives comprises a Connection of Individual1 to Individual2 or between Individuals.  They wanted to strengthen their family ties.,,"nära.a, nära.adv, näranära nog.adv, närkontakt.n"
585,647,Erasing,Agent Cause Document Information,,,
56,648,Alternatives,Agent Event Salient_entity Number_of_possibilities Purpose,"There exist a number of different possible Events that may happen in the future. In most cases, there is an Agent involved who has to consider which of the possible Events will or should occur. A Salient_entity which is deeply involved in the Event may also be mentioned.  You have but two choices for your daughter .  ",,"sätt.n, vis.n, alternativ.n, framtid.n"
1 400,649,Source_of_getting,Goal Source Theme Descriptor,"A Goal has a Source from which it has gotten a Theme. The Goal may be a sentient recipient who has actively obtained the Theme but it may also be a non-sentient entity that gets the Theme as a result of natural or other processes that it does not control.    she is my friend...not to mention my source for French madeleines!  Pakistan informed IAEA and US officials investigating the network that North Korea was the source of the uranium shipment DNI.  The state remains the dominant source of research funding. INI    This is not true according to our source. DNI    Note that we also take this frame to cover as metaphorical uses those cases where a person has obtained information from another person or a textual source, which they typically intend to disseminate further.   Crews was held in contempt and ordered to jail after refusing to reveal his source for the claim that Big Basket Weaving is circumventing import tariffs on reed.     ",,"källa.n, ljuskälla.n, inkomstkälla.n, energikälla.n"
1 401,650,Source_path_goal,Goal Means Path Source Trajector,Basic Image Schema: the Trajector moves (or is conceived as moving) from the Source along the Path to the Goal using the Means.,,
1 398,651,Sound_movement,Sound Sound_source Location_of_sound_source Manner Path Place Time,"A Sound emitted by a Sound_source, which construed as a single point, moves along a Path. Rather than the Sound_source itself, the Location_of_sound_source may be mentioned. Essentially, this frame denotes the (semi-)fictive motion of the the Sound. Given the spreading nature of sound vibrations, it is not surprising that there usually is no expression of any particular goal.   ",,"skalla.v, eka.v"
1 399,652,Sounds,Sound_source Component_sound Degree Ground Internal_cause Location_of_sound_source Manner Noisy_event Path Place Reason Theme Themes,"This frame is concerned with the percepts that vibrations which travel through the air or another medium produce in hearing organs. Sounds are a subtype of sensation. In talking about sounds, speakers often provide information about how the sound was produced. A Noisy_event may be mentioned which gives rise to the sound. Alternatively, the sound may be attributed to a Sound_source, which is construed as a point source emitting the sound. A further possible specification of what gives rise to the sound is for speakers to talk about two physical entities coming into contact by motion, resulting in either friction or impact.  ",,"dån.n, Aa.n, eko.n, explosion.n, ultraljud.n, sorl.n, ton.n, vibrato.n, tremolo.n, bubbel.n, muller.n, brandlarm.n"
1 397,653,Sound_level,Attribute Degree Entity Volume Circumstances Explanation Place Time,An Entity is judged by a sound Attribute of some perceived level of Volume intensity.,,"tyst.a, högljudd.adv, tyst.adv"
1 732,654,Sound_makers,Noise_maker Creator Ground Material Name Time_of_creation Type Use,,,"kyrkklocka.n, klocka.n"
1 394,655,Socially_significant_history_scenario,Event Domain Manner Place Time,A series of Events are important to humankind and its culture.,,
47,656,Aggregate,Aggregate Individuals AggregateProperty Container_possessor Domain Name,This frame contains nouns denoting Aggregates of Individuals. The Aggregates may be described by an AggregateProperty. An army of postal workers descended on my office.,,"parti.n, grupp.n, församling.n, flotta.n, orkester.n, kollektiv.a, yrkesgrupp.n, kommission.n, galax.n, junta.n, släkt.n, koalition.n, klass.n, befolkning.n, gäng.n, division.n, befolkningsgrupp.n, armé.n, band.n, trio.n, bataljon.n, elitförband.n, servis.n, skörd.n"
1 461,657,Supply,Purpose_of_recipient Recipient Supplier Theme Circumstances Co_theme Manner Means Period_of_iterations Place Purpose Reason Source Time,"A Supplier gives a Theme to a Recipient to fulfill a need or purpose (Purpose_of_recipient) of the Recipient.   Habituating the ground nesting chimp groups is done by provisioning them with sugar cane. CNI INI  I have equipped my leech troopers with tiny subspace displacement thingummies. INI    She sat down on her bed, carefully folding her clothing and packing it into the small carryall Starfleet had provided her for the journey.",,"leverantör.n, förse.v, tillföra.v"
1 462,658,Supporting,Supported Supporter Degree Duration Event_description Explanation Instrument Manner Means Place Purpose Time,A Supporter assists to strengthen the Supported by lending itself in material aid (or abstract assistance in the case of metaphorical uses).   The bottom of the wall is supported by the foundation.  Many legislators have supported the industry in the past.  The revetment layers buttressed the mud-mortared cobblestone core wall.  Online gambling can bolster the US economy.,,"stödja.v, armstöd.n, stödta stöd:11.n, fäste.n"
1 458,659,Suitability,Evaluee Purpose User Degree,"This Frame is concerned with evaluating an Evaluee as being suitable for a Purpose or a User, presupposing some choice that is being made about which Evaluee to use for the Purpose or User. An LU like suitable.a thus implies that, given a particular Purpose or User, the Evaluee is one which could be or ought to be chosen. The Evaluee may be deemed suitable to a greater or lesser Degree. This frame has some similarity to the compatibility frame where two Items are evaluated with respect to their compatibility with each other against some background.  (1) We need to build more houses suitable for local residents. (2) These chips are not verysuitable for parallel processing.  (3) We are not sure about the Cathedral's suitability for Philharmonic concerts.",,"dålig.a, felaktig.a, lämplig.a, fel.a, passapassa in.v, passa.v, bragod.a, passapassa sig.v, lagom.adv, passapassa på.v, felaktig.adv, brabästgodsom bäst:9.a, duga.v, passande.a, dålig.adv, brabästgod.a"
1 459,660,Summarizing,Communicator Medium State_of_affairs Addressee Circumstances Containing_event Duration Manner Means Place Purpose Summary Time,"A Communicator processes some information (either from textual or real-world/perceptual sources) regarding a State_of_affairs into a concise form (a summary) that contains the essential content in briefer form, and communicates this summary to an Addressee, or records it in a Medium. The State_of_affairs may be represented directly (e.g., outline what happened, the situation abroad), or as a textual source (summarizing the documents), or metonymically as some focal entity (a synopsis of the candidates).  Frank has already summarized some of the reactions on his weblog. Director Van Auken gave a brief informational synopsis of each applicant.  He boiled down the argument for domestic wiretapping in one plainspoken and effective, if also deceptive, line... You should be able to summarize your findings to a lay audience. In her materials, she also outlined the situation and major problems facing the company.  Some LUs, such as summarize and synopsis entail a preexisting body of information that has been processed into a briefer form by the Communicator. Others, such as outline and blueprint are compatible with, but do not entail, a preexisting, fully fleshed-out concept. E.g.,  Her book outlines a new proposal for handling grammaticalization, though she doesn't flesh it out entirely.",,sammanfattning.n
1 456,661,Sufficiency,Enabled_situation Item Scale Circumstances Degree,"An Item is located on a Scale relative to a critical value which is determined by some Enabled_situation. Generally, when the Enabled_situation is left unexpressed the Enabled_situation is interpreted to be the desirability of the Item being located within a particular range on the Scale. With many of the adjectives of this frame, the Scale is not explicitly mentioned; in such cases, the Scale is usually the quantity, incorporated in the meaning of the targets themselves, though in the case of adequacy, etc. the Scale referred to is quality.  I probably have enough. DNI DNI  I was mad enough to scream.  I was too mad to keep myself from screaming.  I was way too hot. DNI  The particles are sufficiently small in diameter that they may be considered points.",,"så.adv, för.adv, förför evigt.adv, alltför.adv, tillräcklig.adv, räcka.v, såså här.adv, räckaräcka till.v, förför gott.adv, förkomma för:22.adv, såså pass.adv, nog.adv, tillräcklig.a, såväl så:5.adv"
1 457,662,Suicide_attack,Assailant Victim Circumstances Containing_event Depictive Explanation Manner Means Particular_iteration Path Place Purpose Result Re_encoding Source Time Weapon,,,självmordsbombare.n
1 454,663,Successful_action,Goal Instrument Means Role Cause Circumstances Containing_event Degree Explanation Place Protagonist Time,"The Means action by which a deprofiled agent (the Protagonist) has attempted to achieve a Goal is finished and the actual outcome of the Means action has been resolved, so that it either specifically matches the Protagonist's intent (e.g. success) or does not match it (e.g. failure). In an alternative construal, an Instrument stands for the Means action that the deprofiled agent undertakes in order to achieve the Goal.   Why our bid was successful. DNI Your attempt to unsubscribe was unsuccessful, please try again later. DNI  Well I did end up replacing the old co axial cables with new monster ones and it did the trick. DNI The hammer did it, not a scratch or dent in the parts as they came apart DNI. What has failed in Palestine, will fail in Iraq. DNI",,"karriär.n, fruktbära frukt:7.n"
567,664,Emptying,Agent Cause Source Theme Circumstances Containing_event Degree Depictive Explanation Goal Instrument Manner Means Path Place Purpose Result Time,"These are words relating to emptying containers and clearing areas of some substance or items. The area or container can appear as the direct object with all these verbs, and is designated Source because it is the source of motion of the Theme. Corresponding to its nuclear argument status, it is also affected in some crucial way, unlike Source in other frames. Some words in this frame, such as empty, may also occur with Path or Goal expressions, e.g.  The players emptied the bucket over his head. ",,"tvätta.v, spola.v, diska.v, gälla.v, skölja.v, avsalta.v, tvätt.n, evakuering.n, dammsuga.v, tömma.v, avrusta.v"
579,665,Entering_of_plea,Accused Charges Court Judge Plea Place Time,"The Accused enters a Plea in answer to the Charges. In most jurisdictions, the possible pleas are innocent, guilty, or nolo contendere. Accused persons may stand mute, in which case, the court usually enters a plea on their behalf.",,
573,666,Endangering,Agent Cause Valued_entity Endangering_act Manner Place Time,"An Agent or Cause is responsible for placing a Valued_entity at risk. Endangering_act, Place, Time, Reason, and Circumstance may also be specified.  His actions have imperiled his immortal soul!  I admit that I endangered you all by attracting the killer's notice.",,
576,667,Enforcing,Agent Medium Rule Circumstances Degree Duration Explanation Focal_participant Manner Means Outcome Place Purpose Time,An Agent acts to ensure that a Rule (often a constraint on behavior) is being followed. The Agent's action is according to a general plan for Rules (such that implicit in the Rule is the affordance to certain entities to ensure that the Rule is followed). The Rule may be specified for the Duration for which it is in effect.  Why don't we enforce the 20000 gun laws currently on the books across the nation? Computer systems can ruthlessly enforce rules and standards indefinitely. Can a landlord enforce rules upon tenants?,,
