MultilingualFrameId,FrameName,SweFN_FrameId,SweFN_MatchEvaluation,BrasilFN_FrameId,BrasilFN_MatchEvaluation,DiCoEnviro_FrameId,DiCoEnviro_MatchEvaluation,BFN_FrameId,BFN_MatchEvaluation,GFOL_FrameId,GFOL_MatchEvaluation,DiCoInfo_FrameId,DiCoInfo_MatchEvaluation,GermanFN_FrameId,GermanFN_MatchEvaluation,SpanishFN_FrameId,SpanishFN_MatchEvaluation
1444,Stative_location,,,1573,ExactMatch,,,,,,,,,,,,
1445,Steuern_zahlen,,,,,,,,,,,,,2293,ExactMatch,,
1446,Stimulate_emotion,,,41,ExactMatch,,,,,,,,,1070,ExactMatch,,
1447,Stimulus_focus,640,ExactMatch,336,ExactMatch,,,364,ExactMatch,,,,,997,ExactMatch,282,ExactMatch
1448,Stinginess,676,ExactMatch,451,ExactMatch,,,724,ExactMatch,,,,,1147,ExactMatch,,
1449,Store,677,ExactMatch,669,ExactMatch,,,1511,ExactMatch,,,,,221,ExactMatch,,
1450,Storing,674,ExactMatch,689,ExactMatch,189,TooSpecific,1550,ExactMatch,,,62,ExactMatch,245,ExactMatch,,
1451,Storm,,,,,190,ExactMatch,,,,,,,,,,
1452,Strictness,361,ExactMatch,69,ExactMatch,,,75,ExactMatch,,,,,1154,ExactMatch,,
1453,Student_body,,,1510,ExactMatch,,,,,,,,,,,,
1454,Studying,672,ExactMatch,539,ExactMatch,,,1130,ExactMatch,,,,,53,ExactMatch,,
1455,Suasion,673,ExactMatch,82,ExactMatch,,,89,ExactMatch,,,,,1188,ExactMatch,283,ExactMatch
1456,Subjective_experience,,,1572,ExactMatch,,,,,,,,,,,,
1457,Subjective_influence,686,ExactMatch,527,ExactMatch,,,1083,ExactMatch,,,,,37,ExactMatch,284,ExactMatch
1458,Subjective_state,,,1575,ExactMatch,,,,,,,,,,,,
1459,Subjective_temperature,687,ExactMatch,1003,ExactMatch,,,2286,ExactMatch,,,,,629,ExactMatch,,
1460,Submitting_documents,684,ExactMatch,676,ExactMatch,,,1521,ExactMatch,,,,,229,ExactMatch,,
1461,Subordinates_and_superiors,685,ExactMatch,427,ExactMatch,,,530,ExactMatch,,,,,1102,ExactMatch,,
1462,Subsisting,,,1045,ExactMatch,,,2560,ExactMatch,,,,,700,ExactMatch,,
1463,Substance,682,ExactMatch,611,ExactMatch,191,ExactMatch,1321,ExactMatch,,,,,146,ExactMatch,,
1464,Substance_by_action,,,,,192,ExactMatch,,,,,,,,,,
1465,Substance_by_introduction,,,,,193,ExactMatch,,,,,,,,,,
1466,Substance_by_phase,683,ExactMatch,355,ExactMatch,,,385,ExactMatch,,,,,1018,ExactMatch,,
1467,Substance_by_use,,,,,194,ExactMatch,,,,,,,,,,
1468,Substance_for_addition,,,,,195,ExactMatch,,,,,,,,,,
1469,Substance_for_removal,,,,,196,ExactMatch,,,,,,,,,,
1470,Subversion,680,ExactMatch,532,ExactMatch,,,1090,ExactMatch,,,,,42,ExactMatch,,
1471,Success_or_failure,681,ExactMatch,638,ExactMatch,,,1388,ExactMatch,,,,,178,ExactMatch,285,ExactMatch
1472,Successful_action,663,ExactMatch,639,ExactMatch,,,1389,ExactMatch,,,,,179,ExactMatch,,
1473,Successfully_communicate_message,339,ExactMatch,752,ExactMatch,,,1652,ExactMatch,,,,,317,ExactMatch,,
1474,Sufficiency,661,ExactMatch,314,ExactMatch,,,342,ExactMatch,,,,,973,ExactMatch,,
1475,Suicide_attack,662,ExactMatch,1103,ExactMatch,,,2658,ExactMatch,,,,,768,ExactMatch,,
1476,Suitability,659,ExactMatch,339,ExactMatch,,,368,ExactMatch,,,,,1000,ExactMatch,,
1477,Summarizing,660,ExactMatch,780,ExactMatch,,,1722,ExactMatch,,,,,353,ExactMatch,,
1478,Supernatural_entity,,,1460,ExactMatch,,,,,,,,,,,,
1479,Supply,657,ExactMatch,619,ExactMatch,197,ExactMatch,1346,ExactMatch,,,,,156,ExactMatch,,
1480,Supporting,658,ExactMatch,883,ExactMatch,,,2000,ExactMatch,,,63,WeakMatch,483,ExactMatch,,
1481,Surpassing,670,ExactMatch,330,ExactMatch,,,358,ExactMatch,,,,,990,ExactMatch,,
1482,Surrendering,671,ExactMatch,410,ExactMatch,,,502,ExactMatch,,,,,1084,ExactMatch,,
1483,Surrendering_possession,668,ExactMatch,667,ExactMatch,,,1500,ExactMatch,,,,,219,ExactMatch,,
1484,Surrounding,,,1199,ExactMatch,,,2911,ExactMatch,,,,,892,ExactMatch,,
1485,Surviving,609,ExactMatch,801,ExactMatch,198,TooGeneral,1792,ExactMatch,,,,,379,ExactMatch,,
1486,Suspicion,610,ExactMatch,411,ExactMatch,,,503,ExactMatch,,,,,1085,ExactMatch,,
1487,Sustainability,,,,,199,ExactMatch,,,,,,,,,,
1488,Symmetrical_collective_reciprocality,,,204,ExactMatch,,,227,ExactMatch,,,,,621,ExactMatch,,
1489,Symptoms,,,1464,ExactMatch,,,,,,,,,,,,
1490,System,608,ExactMatch,729,ExactMatch,,,1610,ExactMatch,,,,,292,ExactMatch,,
1491,System_complexity,605,ExactMatch,1025,ExactMatch,,,2434,ExactMatch,,,,,667,ExactMatch,,
1492,Take_a_medical_exam,,,1480,ExactMatch,,,,,,,,,,,,
1493,Take_place_of,606,ExactMatch,566,ExactMatch,,,1171,ExactMatch,,,,,84,ExactMatch,,
1494,Taking,90,ExactMatch,379,ExactMatch,200,WeakMatch,410,ExactMatch,,,,,1044,ExactMatch,,
1495,Taking_captive,604,ExactMatch,1107,ExactMatch,201,TooGeneral,2663,ExactMatch,,,,,773,ExactMatch,,
1496,Taking_sides,613,ExactMatch,609,ExactMatch,,,1306,ExactMatch,,,,,142,ExactMatch,286,ExactMatch
1497,Taking_time,614,ExactMatch,488,ExactMatch,,,967,ExactMatch,,,,,1209,ExactMatch,,
1498,Talking_into,624,ExactMatch,83,ExactMatch,,,90,ExactMatch,,,,,1190,ExactMatch,,
1499,Tasting,637,ExactMatch,1009,ExactMatch,,,2330,ExactMatch,,,,,640,ExactMatch,,
1500,Teaching_learning_process,,,1518,ExactMatch,,,,,,,,,,,,
1501,Teaching_resource,,,1511,ExactMatch,,,,,,,,,,,,
1502,Team,706,ExactMatch,1173,ExactMatch,,,2828,ExactMatch,,,,,857,ExactMatch,,
1503,Teil_Ganzes_Bildschema,,,,,,,,,,,,,2096,ExactMatch,,
1504,Telling,34,ExactMatch,456,ExactMatch,,,750,ExactMatch,,,,,1155,ExactMatch,,
1505,Temperature,33,ExactMatch,517,ExactMatch,,,1050,ExactMatch,,,,,24,ExactMatch,,
1506,Temporal_collocation,32,ExactMatch,840,ExactMatch,,,1895,ExactMatch,,,,,428,ExactMatch,,
1507,Temporal_pattern,39,ExactMatch,515,ExactMatch,,,1040,ExactMatch,,,,,21,ExactMatch,,
1508,Temporal_subregion,38,ExactMatch,654,ExactMatch,,,1470,ExactMatch,,,,,203,ExactMatch,,
1509,Temporary_group,,,1066,ExactMatch,,,2588,ExactMatch,,,,,723,ExactMatch,,
1510,Temporary_leave,37,ExactMatch,1139,ExactMatch,,,2709,ExactMatch,,,,,810,ExactMatch,,
1511,Temporary_stay,36,ExactMatch,835,ExactMatch,,,1885,ExactMatch,,,,,422,ExactMatch,,
1512,Temporary_transfer_scenario,,,1159,ExactMatch,,,2780,ExactMatch,,,,,838,ExactMatch,,
1513,Terms_of_agreement,43,ExactMatch,680,ExactMatch,,,1531,ExactMatch,,,,,234,ExactMatch,,
1514,Terrorism,42,ExactMatch,790,ExactMatch,,,1750,ExactMatch,,,,,365,ExactMatch,,
1515,Text,502,ExactMatch,272,ExactMatch,,,298,ExactMatch,,,,,914,ExactMatch,,
1516,Text_creation,40,ExactMatch,253,ExactMatch,,,278,ExactMatch,,,64,WeakMatch,837,ExactMatch,,
1517,Text_editing,,,,,,,,,,,65,ExactMatch,,,,
1518,Text_subpart,,,1519,ExactMatch,,,,,,,,,,,,
1519,Textual_Genre,,,1497,ExactMatch,,,,,,,,,,,,
1520,Textuality-attributes,,,1503,ExactMatch,,,,,,,,,,,,
1521,Theft,46,ExactMatch,87,ExactMatch,,,94,ExactMatch,,,,,1200,ExactMatch,,
1522,Thermodynamic_phase,45,ExactMatch,1044,ExactMatch,,,2550,ExactMatch,,,,,698,ExactMatch,,
1523,Threatening,,,1558,ExactMatch,,,,,,,,,,,,
1524,Thriving,44,ExactMatch,797,ExactMatch,,,1771,ExactMatch,,,,,373,ExactMatch,,
1525,Thwarting,21,ExactMatch,422,ExactMatch,,,518,ExactMatch,,,,,1095,ExactMatch,287,ExactMatch
1526,Time_period_of_action,20,ExactMatch,1004,ExactMatch,,,2290,ExactMatch,,,,,631,ExactMatch,,
1527,Time_relation,,,1568,ExactMatch,,,,,,,,,,,,
1528,Time_vector,216,ExactMatch,349,ExactMatch,,,379,ExactMatch,,,,,1011,ExactMatch,,
1529,Timespan,18,ExactMatch,954,ExactMatch,,,2142,ExactMatch,,,,,566,ExactMatch,,
1530,Timetable,,,1186,ExactMatch,,,2844,ExactMatch,,,,,872,ExactMatch,,
1531,Tolerating,233,ExactMatch,945,ExactMatch,,,2131,ExactMatch,,,,,556,ExactMatch,,
1532,Tool_purpose,24,ExactMatch,1145,ExactMatch,,,2717,ExactMatch,,,,,817,ExactMatch,,
1533,Topic,23,ExactMatch,343,ExactMatch,,,373,ExactMatch,,,,,1005,ExactMatch,288,ExactMatch
1534,Touring,22,ExactMatch,849,ExactMatch,,,1907,ExactMatch,,,,,438,ExactMatch,,
1535,Tourism_scenario,,,1228,ExactMatch,,,,,,,,,,,,
1536,Tourism_scenario_departure,,,1226,ExactMatch,,,,,,,,,,,,
1537,Tourism_scenario_preparation,,,1227,ExactMatch,,,,,,,,,,,,
1538,Tourism_scenario_stay,,,1225,ExactMatch,,,,,,,,,,,,
1539,Tourist_activities,,,1259,ExactMatch,,,,,,,,,,,,
1540,Tourist_departure_locality,,,1278,ExactMatch,,,,,,,,,,,,
1541,Tourist_departure_lodging,,,1424,ExactMatch,,,,,,,,,,,,
1542,Tourist_potential,,,1222,ExactMatch,,,,,,,,,,,,
1543,Tourist_service_buy,,,1210,ExactMatch,,,,,,,,,,,,
1544,Tourist_service_collect,,,1215,ExactMatch,,,,,,,,,,,,
1545,Tourist_service_pay,,,1213,ExactMatch,,,,,,,,,,,,
1546,Tourist_service_reserve,,,1263,ExactMatch,,,,,,,,,,,,
1547,Tourist_service_sell,,,1211,ExactMatch,,,,,,,,,,,,
1548,Tourist_service_transaction,,,1212,ExactMatch,,,,,,,,,,,,
1549,Touristic_service,,,1255,ExactMatch,,,,,,,,,,,,
1550,Toxic_substance,28,ExactMatch,563,ExactMatch,,,1163,ExactMatch,,,,,80,ExactMatch,,
1551,Toys,,,1431,ExactMatch,,,,,,,,,,,,
1552,Trafficking,,,1489,ExactMatch,,,,,,,,,,,,
1553,Trajector-Landmark,27,ExactMatch,,,,,,NoMatch,,,,,,,289,ExactMatch
1554,Transfer,26,ExactMatch,160,ExactMatch,,,178,ExactMatch,,,66,TooSpecific,374,ExactMatch,290,ExactMatch
1555,Transfer_scenario,64,ExactMatch,585,ExactMatch,,,1192,ExactMatch,,,67,ExactMatch,105,ExactMatch,291,ExactMatch
1556,Transition_to_a_quality,,,1400,ExactMatch,,,2972,ExactMatch,,,,,911,ExactMatch,,
1557,Transition_to_a_situation,949,ExactMatch,1401,ExactMatch,,,2980,ExactMatch,,,,,915,ExactMatch,,
1558,Transition_to_state,,,1402,ExactMatch,,,1070,ExactMatch,,,,,32,ExactMatch,,
1559,Transitive_action,63,ExactMatch,6,ExactMatch,,,10,ExactMatch,,,,,1,ExactMatch,292,ExactMatch
1560,Translating,62,ExactMatch,750,ExactMatch,,,1645,ExactMatch,,,,,314,ExactMatch,293,ExactMatch
1561,Transmitting,,,,,,,,,,,68,ExactMatch,,,,
1562,Transportation,,,1231,ExactMatch,,,,,,,,,,,,
1563,Transportation_status,69,ExactMatch,1096,ExactMatch,,,2645,ExactMatch,,,,,760,ExactMatch,,
1564,Trap,68,ExactMatch,1059,ExactMatch,,,2578,ExactMatch,,,,,715,ExactMatch,,
1565,Trapping,,,,,202,ExactMatch,,,,,,,,,,
1566,Travel,67,ExactMatch,315,ExactMatch,,,343,ExactMatch,,,,,974,ExactMatch,,
1567,Traversing,66,ExactMatch,610,ExactMatch,,,1310,ExactMatch,,,,,144,ExactMatch,294,ExactMatch
1568,Treating_and_mistreating,73,ExactMatch,1158,ExactMatch,,,2770,ExactMatch,,,,,836,ExactMatch,,
1569,Trendiness,72,ExactMatch,834,ExactMatch,,,1884,ExactMatch,,,,,421,ExactMatch,,
1570,Trial,71,ExactMatch,181,ExactMatch,,,201,ExactMatch,,,,,490,ExactMatch,,
1571,Triggering,,,1060,ExactMatch,,,2579,ExactMatch,,,,,716,ExactMatch,,
1572,Trust,70,ExactMatch,787,ExactMatch,,,1731,ExactMatch,,,,,361,ExactMatch,295,ExactMatch
1573,Try_defendant,77,ExactMatch,292,ExactMatch,,,320,ExactMatch,,,,,949,ExactMatch,,
1574,Trying_out,76,ExactMatch,1010,ExactMatch,,,2340,ExactMatch,,,,,642,ExactMatch,,
1575,Turn_confirmation,,,1564,ExactMatch,,,,,,,,,,,,
1576,Turn_keeping,,,1562,ExactMatch,,,,,,,,,,,,
1577,Turn_passing,,,1559,ExactMatch,,,,,,,,,,,,
1578,Turn_taking,,,1563,ExactMatch,,,,,,,,,,,,
1579,Turning_out,75,ExactMatch,962,ExactMatch,,,2191,ExactMatch,,,,,579,ExactMatch,,
1580,Type,74,ExactMatch,117,ExactMatch,,,128,ExactMatch,,,,,131,ExactMatch,,
1581,Typicality,51,ExactMatch,543,ExactMatch,,,1134,ExactMatch,,,,,57,ExactMatch,,
1582,Überlagerung_Bildschema,,,,,,,,,,,,,2067,ExactMatch,,
1583,Umgang_mit_Emotionen_als_Immobilisierung_von_Tieren,,,,,,,,,,,,,2618,ExactMatch,,
1584,Unattributed_information,50,ExactMatch,555,ExactMatch,,,1154,ExactMatch,,,,,71,ExactMatch,,
1585,Undergo_change,49,ExactMatch,567,ExactMatch,,,1172,ExactMatch,,,,,85,ExactMatch,,
1586,Undergo_change_of_state,,,,,203,ExactMatch,,,,,,,,,,
1587,Undergo_transformation,,,1404,ExactMatch,,,2973,ExactMatch,,,,,912,ExactMatch,,
1588,Undergoing,48,ExactMatch,782,ExactMatch,,,1725,ExactMatch,,,,,355,ExactMatch,,
1589,Undergoing_scenario,,,1403,ExactMatch,,,2961,ExactMatch,,,,,908,ExactMatch,,
1590,Undressing,55,ExactMatch,587,ExactMatch,,,1210,ExactMatch,,,,,110,ExactMatch,,
1591,Unemployment_rate,54,ExactMatch,725,ExactMatch,,,1606,ExactMatch,,,,,287,ExactMatch,,
1592,Urban_furniture,,,1463,ExactMatch,,,,,,,,,,,,
1593,Use_firearm,53,ExactMatch,265,ExactMatch,,,290,ExactMatch,,,,,885,ExactMatch,296,ExactMatch
1594,Use_vehicle,52,ExactMatch,776,ExactMatch,204,TooSpecific,1690,ExactMatch,,,,,345,ExactMatch,297,ExactMatch
1595,Used_up,58,ExactMatch,681,ExactMatch,,,1532,ExactMatch,,,,,235,ExactMatch,,
1596,Usefulness,57,ExactMatch,453,ExactMatch,,,726,ExactMatch,,,,,1149,ExactMatch,,
1597,Using,56,ExactMatch,544,ExactMatch,,,1141,ExactMatch,,,,,59,ExactMatch,298,ExactMatch
1598,Using_resource,6,ExactMatch,1030,ExactMatch,205,ExactMatch,2480,ExactMatch,,,,,677,ExactMatch,,
1599,Utensils,,,1426,ExactMatch,,,,,,,,,,,,
1600,Vehicle,5,ExactMatch,398,ExactMatch,206,TooSpecific,429,ExactMatch,30,TooGeneral,,,1063,ExactMatch,,
1601,Vehicle_departure_initial_stage,4,ExactMatch,1088,ExactMatch,,,2627,ExactMatch,,,,,750,ExactMatch,,
1602,Vehicle_for_transportation,,,,,207,ExactMatch,,,,,,,,,,
1603,Vehicle_landing,3,ExactMatch,1093,ExactMatch,,,2642,ExactMatch,,,,,757,ExactMatch,,
1604,Vehicle_subpart,10,ExactMatch,1021,ExactMatch,208,WeakMatch,2426,ExactMatch,,,,,662,ExactMatch,,
1605,Verdict,9,ExactMatch,290,ExactMatch,,,318,ExactMatch,,,,,946,ExactMatch,,
1606,Vergangenheit_als_Hinten,,,,,,,,,,,,,2412,ExactMatch,,
1607,Vergleich,,,,,,,,,,,,,2291,ExactMatch,,
1608,Verification,8,ExactMatch,592,ExactMatch,,,1230,ExactMatch,,,,,117,ExactMatch,,
1609,Verkleinerung_expressiv,,,,,,,,,,,,,2281,ExactMatch,,
1610,Verknüpfung_Bildschema,,,,,,,,,,,,,1739,ExactMatch,,
1611,Verschmelzung_Bildschema,,,,,,,,,,,,,2073,ExactMatch,,
1612,Version_sequence,7,ExactMatch,881,ExactMatch,,,1960,ExactMatch,,,,,476,ExactMatch,,
1613,Verstörende_Ideen_als_Unbekömmliches_Essen,,,,,,,,,,,,,1864,ExactMatch,,
1614,Vertikalität,,,,,,,,,,,,,2298,ExactMatch,,
1615,Victim_operated_IED,,,1085,ExactMatch,,,2624,ExactMatch,,,,,747,ExactMatch,,
1616,Vinculação,,,1447,ExactMatch,,,,,,,,,,,,
1617,Violence,12,ExactMatch,1126,ExactMatch,,,2685,ExactMatch,,,,,794,ExactMatch,,
1618,Visit_host,11,ExactMatch,869,ExactMatch,,,1940,ExactMatch,,,,,462,ExactMatch,,
1619,Visit_host_arrival,17,ExactMatch,876,ExactMatch,,,1947,ExactMatch,,,,,469,ExactMatch,299,ExactMatch
1620,Visit_host_departure,29,ExactMatch,878,ExactMatch,,,1949,ExactMatch,,,,,471,ExactMatch,300,ExactMatch
1621,Visit_host_stay,298,ExactMatch,877,ExactMatch,,,1948,ExactMatch,,,,,470,ExactMatch,301,ExactMatch
1622,Visiting,296,ExactMatch,851,ExactMatch,209,WeakMatch,1911,ExactMatch,,,,,441,ExactMatch,,
1623,Visiting_scenario,297,ExactMatch,870,ExactMatch,,,1941,ExactMatch,,,,,463,ExactMatch,,
1624,Visiting_scenario_arrival,294,ExactMatch,872,ExactMatch,,,1943,ExactMatch,,,,,465,ExactMatch,302,ExactMatch
1625,Visiting_scenario_departing,295,ExactMatch,873,ExactMatch,,,1944,ExactMatch,,,,,466,ExactMatch,,
1626,Visiting_scenario_stay,292,ExactMatch,874,ExactMatch,,,1945,ExactMatch,,,,,467,ExactMatch,303,ExactMatch
1627,Visitor_and_host,293,ExactMatch,871,ExactMatch,,,1942,ExactMatch,,,,,464,ExactMatch,,
1628,Visitor_arrival,290,ExactMatch,853,ExactMatch,,,1913,ExactMatch,,,,,443,ExactMatch,304,ExactMatch
1629,Visitor_departure,291,ExactMatch,854,ExactMatch,,,1914,ExactMatch,,,,,,,,
1630,Visitor_scenario,288,ExactMatch,852,ExactMatch,,,1912,ExactMatch,,,,,442,ExactMatch,,
1631,Vital_signs,,,1472,ExactMatch,,,,,,,,,,,,
1632,Vocalizations,289,ExactMatch,820,ExactMatch,,,1840,ExactMatch,,,,,403,ExactMatch,,
1633,Voll_leer_Bildschema,,,,,,,,,,,,,2037,ExactMatch,,
1634,Volubility,286,ExactMatch,38,ExactMatch,,,44,ExactMatch,,,,,1067,ExactMatch,,
1635,Wagering,287,ExactMatch,984,ExactMatch,,,2241,ExactMatch,,,,,606,ExactMatch,,
1636,Waiting,284,ExactMatch,692,ExactMatch,,,1561,ExactMatch,,,,,249,ExactMatch,,
1637,Waking_up,285,ExactMatch,269,ExactMatch,,,295,ExactMatch,,,,,904,ExactMatch,,
1638,Want_suspect,282,ExactMatch,413,ExactMatch,,,505,ExactMatch,,,,,1087,ExactMatch,,
1639,Warning,283,ExactMatch,1153,ExactMatch,,,2730,ExactMatch,,,,,827,ExactMatch,,
1640,Waste,,,,,210,ExactMatch,,,,,,,,,,
1641,Water_emanating,,,,,211,ExactMatch,,,,,,,,,,
1642,Waver_between_options,280,ExactMatch,707,ExactMatch,,,1578,ExactMatch,,,,,265,ExactMatch,,
1643,Wealthiness,281,ExactMatch,79,ExactMatch,,,85,ExactMatch,,,,,1179,ExactMatch,,
1644,Weapon,278,ExactMatch,395,ExactMatch,,,426,ExactMatch,,,,,1061,ExactMatch,305,ExactMatch
1645,Wearing,279,ExactMatch,146,ExactMatch,,,160,ExactMatch,,,,,280,ExactMatch,,
1646,Weather,276,ExactMatch,277,ExactMatch,58,ExactMatch,303,ExactMatch,,,,,932,ExactMatch,306,ExactMatch
1647,Wholes_and_parts,277,ExactMatch,819,ExactMatch,,,1830,ExactMatch,,,,,401,ExactMatch,307,ExactMatch
1648,Wiederholung_Bildschema,,,,,,,,,,,,,2098,ExactMatch,,
1649,Willingness,274,ExactMatch,744,ExactMatch,,,1632,ExactMatch,,,,,307,ExactMatch,,
1650,Win_prize,275,ExactMatch,928,ExactMatch,,,2072,ExactMatch,,,,,532,ExactMatch,,
1651,Winning_moves,,,1359,ExactMatch,,,,,,,,,,,,
1652,Withdraw_from_participation,272,ExactMatch,674,ExactMatch,,,1518,ExactMatch,,,,,226,ExactMatch,,
1653,Within_distance,317,ExactMatch,652,ExactMatch,,,1461,ExactMatch,,,,,200,ExactMatch,,
1654,Word_relations,315,ExactMatch,373,ExactMatch,,,404,ExactMatch,,,,,1037,ExactMatch,,
1655,Work,316,ExactMatch,837,ExactMatch,,,1892,ExactMatch,,,,,425,ExactMatch,,
1656,Working_a_post,313,ExactMatch,1074,ExactMatch,,,2603,ExactMatch,,,,,734,ExactMatch,,
1657,Worry,,,1434,ExactMatch,,,,,,,,,1068,ExactMatch,,
1658,Zeit,,,,,,,,,,,,,2702,ExactMatch,,
1659,Zeit_als_Behälter,,,,,,,,,,,,,2372,ExactMatch,,
1660,Zeit_als_Landschaft,,,,,,,,,,,,,2394,ExactMatch,,
1661,Zeit_als_Raum_Szenario,,,,,,,,,,,,,2705,ExactMatch,,
1662,Zeit_als_Sich_bewegendes_Objekt,,,,,,,,,,,,,2427,ExactMatch,,
1663,Zentrum_Peripherie_Bildschema,,,,,,,,,,,,,2075,ExactMatch,,
1664,Zukunft_als_Vorne,,,,,,,,,,,,,2419,ExactMatch,,
1665,Zusammenpassen_Bildschema,,,,,,,,,,,,,2071,ExactMatch,,
1666,Zwang_Bildschema,,,,,,,,,,,,,1744,ExactMatch,,
1667,Zyklische_Klimax_Bildschema,,,,,,,,,,,,,2035,ExactMatch,,
1668,Zyklus_Bildschema,,,,,,,,,,,,,2077,ExactMatch,,
1669,Event_in_history,0,ExactMatch,,,,,,,,,,,,,,
1670,Text_scenario,47,ExactMatch,,,,,,,,,,,,,,
1671,Compensating,142,ExactMatch,,,,,,,,,,,,,,
1672,Medical_treatment,168,ExactMatch,,,,,,,,,,,,,,
1673,Make_possible_to_do,195,ExactMatch,,,,,,,,,,,,,,
1674,Medical_disorders,203,ExactMatch,,,,,,,,,,,,,,
1675,Expertise_negative,300,ExactMatch,,,,,,,,,,,,,,
1676,Expertise_positive,301,ExactMatch,,,,,,,,,,,,,,
1677,Working_on,314,ExactMatch,,,,,,,,,,,,,,
1678,Grant_permission,322,ExactMatch,,,,,,,,,,,,,,
1679,Falling_ill,333,ExactMatch,,,,,,,,,,,,,,
1680,Family_name,336,ExactMatch,,,,,,,,,,,,,,
1681,Active_substance_mod,346,ExactMatch,,,,,,,,,,,,,,
1682,Active_substance_medical,350,ExactMatch,,,,,,,,,,,,,,
1683,Geographical_area,355,ExactMatch,,,,,,,,,,,,,,
1684,Change_position_on_a_scale_fluctuation,367,ExactMatch,,,,,,,,,,,,,,
1685,Given_name,374,ExactMatch,,,,,,,,,,,,,,
1686,Clarity_of_resolution,376,ExactMatch,,,,,,,,,,,,,,
1687,Locating_in_time,413,ExactMatch,,,,,,,,,,,,,,
1688,Into,433,ExactMatch,,,,,,,,,,,,,,
1689,Change_position_on_a_scale_decrease,439,ExactMatch,,,,,,,,,,,,,,
1690,Change_position_on_a_scale_increase,469,ExactMatch,,,,,,,,,,,,,,
1691,Long_or_short_selling,479,ExactMatch,,,,,,,,,,,,,,
1692,Cause_change_of_position_on_a_scale_increase,517,ExactMatch,,,,,,,,,,,,,,
1693,Cause_change_of_position_on_a_scale_fluctuation,520,ExactMatch,,,,,,,,,,,,,,
1694,Exhaust_resource,535,ExactMatch,,,,,,,,,,,,,,
1695,Expansion_mod,540,ExactMatch,,,,,,,,,,,,,,
1696,Activity_in_progress,584,ExactMatch,,,,,,,,,,,,,,
1697,Exertive_force,590,ExactMatch,,,,,,,,,,,,,,
1698,Agentive_preventing,593,ExactMatch,,,,,,,,,,,,,,
1699,Cause_expansion_mod,595,ExactMatch,,,,,,,,,,,,,,
1700,Administration_of_medication_specification,597,ExactMatch,,,,,,,,,,,,,,
1701,Administration_of_medication_conveyance,598,ExactMatch,,,,,,,,,,,,,,
1702,Suspiciousness,607,ExactMatch,,,,,,,,,,,,,,
1703,Cause_contraction,611,ExactMatch,,,,,,,,,,,,,,
1704,Speed,636,ExactMatch,,,,,,,,,,,,,,
1705,Stimulus_focus_negative,638,ExactMatch,,,,,,,,,,,,,,
1706,Entity_specific_modes_of_being,641,ExactMatch,,,,,,,,,,,,,,
1707,Social_care_scenario,645,ExactMatch,,,,,,,,,,,,,,
1708,Sound_makers,654,ExactMatch,,,,,,,,,,,,,,
1709,Stimulus_focus_positive,679,ExactMatch,,,,,,,,,,,,,,
1710,Contraction,693,ExactMatch,,,,,,,,,,,,,,
1711,Become_triggered,703,ExactMatch,,,,,,,,,,,,,,
1712,Preventing,717,ExactMatch,,,,,,,,,,,,,,
1713,Prevent_from_having,719,ExactMatch,,,,,,,,,,,,,,
1714,Prohibiting,730,ExactMatch,,,,,,,,,,,,,,
1715,Progress,733,ExactMatch,,,,,,,,,,,,,,
1716,Being_strong,768,ExactMatch,,,,,,,,,,,,,,
1717,Be_in_control,796,ExactMatch,,,,,,,,,,,,,,
1718,Become_silent,809,ExactMatch,,,,,,,,,,,,,,
1719,Inner_parts_of_body,818,ExactMatch,,,,,,,,,,,,,,
1720,In,822,ExactMatch,,,,,,,,,,,,,,
1721,Health_status,867,ExactMatch,,,,,,,,,,,,,,
1722,Artifact_tool,871,ExactMatch,,,,,,,,,,,,,,
1723,Artifact_sport_and_leisure,873,ExactMatch,,,,,,,,,,,,,,
1724,Human_settlements,878,ExactMatch,,,,,,,,,,,,,,
1725,Natural_features_named,890,ExactMatch,,,,,,,,,,,,,,
1726,Car_brands,893,ExactMatch,,,,,,,,,,,,,,
1727,Religious_belief_systems,896,ExactMatch,,,,,,,,,,,,,,
1728,Grammatical_relations,897,ExactMatch,,,,,,,,,,,,,,
1729,Providing_food,898,ExactMatch,,,,,,,,,,,,,,
1730,Overcoming_misunderstandings,901,ExactMatch,,,,,,,,,,,,,,
1731,Establish_a_basis_for,903,ExactMatch,,,,,,,,,,,,,,
1732,Use_as_a_starting_point,904,ExactMatch,,,,,,,,,,,,,,
1733,Physiological_processes,905,ExactMatch,,,,,,,,,,,,,,
1734,Physiological_systems,906,ExactMatch,,,,,,,,,,,,,,
1735,Foreign_influence,907,ExactMatch,,,,,,,,,,,,,,
1736,Duration_attribute,918,ExactMatch,,,,,,,,,,,,,,
1737,Ruling_legally,948,ExactMatch,,,,,,,,,,,,,,
1738,People_by_disease,991,ExactMatch,,,,,,,,,,,,,,
1739,People_by_morality_negative,992,ExactMatch,,,,,,,,,,,,,,
1740,People_by_morality_positive,995,ExactMatch,,,,,,,,,,,,,,
1741,Permitting,1007,ExactMatch,,,,,,,,,,,,,,
1742,Musical_instruments,1024,ExactMatch,,,,,,,,,,,,,,
1743,Plant_subpart,1049,ExactMatch,,,,,,,,,,,,,,
1744,Entity_specific_change_of_state,1069,ExactMatch,,,,,,,,,,,,,,
