FrameId,FrameName,SpanishLexicalUnits,PortugueseLexicalUnits,FrenchLexicalUnits,EnglishLexicalUnits,FrameElements,Definition,LinkToBFN,Link,MatchEvaluation,FrameRelation
1144,Inherent_purpose,,,servir.v,"function.n
purpose.n","Apparatus
Goal","The universe is considered through a teleological perspective and natural phenomena are seen to exist for the purpose of fulfilling some ultimate aim. A natural phenomenon is an Apparatus and an ultimate aim is a Goal.
The PURPOSE of the sun is to provide energy
Everybody knows that the FUNCTION of the heart is to pump blood.",Inherent_purpose,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1144,ExactMatch,
1108,Inhibit_motion_scenario,,,,,"Agent
Cause
Holding_location
Theme","This scenario concerns an Agent inhibiting the motion of a Theme against the desire, plan, or tendency to be free. After a period of time, the Agent may choose to release the Theme, or the Theme may escape or be broken free by an intervening cause.",Inhibit_motion_scenario,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1108,ExactMatch,
221,Inhibit_movement,,"cativar.v
imobilizar.v
reclusão.n
",,"confine.v
confinement.n
constrain.v
constraint.n
detain.v
hold.v
immure.v
imprison.v
lock.v
restrict.v
shut up.v
tie.v","Agent
Cause
Holding_location
Theme","An Agent restricts the movement of a Theme to within the vicinity of the Holding_location, despite the Theme's desire, plan, or tendency towards motion; the Agent may also use an Instrument. Alternatively, there may be a non-sentient Cause instead of an Agent restricting the Theme.
For many of these targets, the means is incorporated. For some LUs, the Theme is required to be a sentient entity. Several of these LUs may be used to describe punishment situations when the Theme is a sentient entity.
They held the package for two months in the border-patrol locker room .",Inhibit_movement,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/221,ExactMatch,
599,Inspecting,,"checar.v
conferir.v
examinar.v
inspecionar.v
revistar.v
verificado.a
verificar.v",,"check.v
double-check.v
examination.n
examine.v
frisk.v
inspect.v
inspection.n
pat down.v
proof-read.v","Desired_state_of_affairs
Ground
Inspector
Purpose
Unwanted_entity","An Inspector directs his/her perceptual attention to a Ground to ascertain whether the Ground is intact or whether an Unwanted_entity is present. Alternatively, the desired outcome of the inspection may be presented as a Purpose.
The police|insp removed Flonnory and Barbour from the automobile and frisked them|gro for weapons|unw.
Double-check the form to make sure all of the information has been entered correctly|pur.
",Inspecting,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/599,ExactMatch,
686,Installing ,,"instalação.n
instalar.v",,"install.v
installation.n","Agent
Component
Fixed_location","An Agent places a Component in a Fixed_location so that the Component is attached and interconnected and thereby functional.
Displays were given an overhaul in the 1950s, with canopies installed above the Christmas counters|fix to allow calendar and gift bows to be displayed|pur. CNI
At the street|loc an 8'' culvert will be installed under the driveway|fix. CNI
In the space where the piano was, right next to the washing machine,|fix my grandmother installed her first dryer.
My handyman installed it yesterday and then I sort of forgot about it.
Now Marvin Odum, InterGen's Chief Executive Officer, has committed to moving up
installation of the pollution control technology on its two other turbines.",Installing ,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/686,ExactMatch,
121,Instance,,"como.prep
exemplo.n
",,"as.prep
case.n
example.n
instance.n
serving.n
specimen.n","Instance
Type","This frame concerns transparent nouns that denote Instances of Types of entities or events.
The survey confirmed that management interference in team operations had increased , and [instances|Target] of management decisions being taken without team consultation had also increased .",Instance,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/121,ExactMatch,
736,Institutionalization,ingerir.v,"admissão.n
admitir.v
ingerido.a
institucionalização.n
institucionalizado.a
institucionalizar.v
internar.v",,"admission.n
admit.v
commit.v
commitment.n
hospitalization.n
hospitalize.v
institutionalization.n
institutionalize.v","Authority
Facility
Patient","A Patient is committed to the care of a medical Facility by a proper Authority. Regardless of whether the Patient agrees or does not agree with their placement in the Facility, the Authority judges that it is in the best interest of the Patient or his environment that the Patient receive treatment in the Facility.
Ten years after Abraham Lincoln's assassination, a Chicago court|aut declared his 56-year-old widow Mary insane and committed her|pat to a mental institution|fac.
A pregnant woman|pat was hospitalized with gunshots to her
shoulder and abdomen|dep. CNI|aut INI|fac
Arberg issued a two-sentence statement saying Rehnquist|pat was
hospitalized for a fever|aff and undergoing tests. CNI|aut INI|fac
The hospitalization of the Saudi king|pat upset the skittish oil markets. INI|aut INI|fac
",Institutionalization,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/736,ExactMatch,
723,Institutions ,,instituição.n,"école.n
système.n","institution.n
institutional.a","Domain
Institution","This frame concerns permanent organizations (the Institutions) with a public character, meaning that they are intended to affect the lives of the public at large in a particular Domain. In some cases, most or all members of the public have a direct relationship with the Institution, but in many cases, the effect on the populace is indirect.
This is an academic|dom institution comprised largely of entrepreneurs.
",Institutions ,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/723,ExactMatch,
1052,Intentional_deception,,,,"deceive.v
deception.n
fool.v
get.v
mislead.v
put (something) over on (someone).v
trick.v","Deceiver
Topic
Victim","A Deceiver performs some action so that the Victim ends up with an incorrect understanding about some Topic. The Means may be via communication, perceptual obscuration, or merely performing an action that the Victim will draw incorrect conclusions from.
The government deceived the public last year about the existence of evidence in several corruption trials.
I can't believe they fooled me with that old trick.",Intentional_deception,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1052,ExactMatch,
748,Intentional_traversing,subir.v,"aceder.v
enfiar.v
escalar.v
subir.v",,"ascend.v
climb.v
cut.v
ford.v","Direction
Goal
Path
Path_shape
Self_mover
Source","A Self_mover intentionally moves in a Directionon a Path relative to landmark that is neither the Source nor the Goal of the overall motion. The shape or configuration of the Path may be expressed with a Path_shape
Ambrose Powell forded over on one horse, and we drove the others after him.
We repassed the first day's battlefield and ascended the road to the city.
Jeff Manor and I climbed the North Face of Mt Shuksan, with cold, clear weather and solid ice|cir.",Intentional_traversing,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/748,ExactMatch,
178,Intentionally_act,,"ação.n
agente.n
agir.v
aguar.v
atitude.n
atividade.n
ato.n
ator.n
atuar.v
conduzir.v
coordenação.n
desempenho.n
desferir.v
desfocar.v
empenhar.v
empreender.v
engajar.v
execução.n
executar.v
fase.n
fazer.v
feito.a
feito.n
gesto.n
intencional.a
jejum.n
mediação.n
medição.n
medida.n
medir.v
missão.n
movimento.n
obra.n
passo.n
perfazer.v
perpetrar.v
picar.v
pivô.n
promover.v
realizado.a
realizar.v
refazer.v
sexo.n
","faire.v
intentionnellement.adv
monter.v","act.n
act.v
action.n
activity.n
actor.n
age.n
agent.n
carry out.v
conduct.v
coordination.n
deed.n
do.v
doing.n
engage.v
execute.v
execution.n
measures.n
move.n
perform.v
step.n","Agent
Act","This is an abstract frame for acts performed by sentient beings. It exists mostly for FE inheritance.
I carried out the deed easily .",Intentionally_act,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/178,ExactMatch,
207,Intentionally_affect,,,,"do something (to/with).v
do what (to/with).v
do.v","Agent
Patient
Event","An Agent causes a Patient to be affected, sometimes by a particular Means or by use of an Instrument.
A professional dishwasher doesn't do dishes|Pat with a rag|Ins anymore!",Intentionally_affect,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/207,ExactMatch,
255,Intentionally_create,,"animação.n
armação.n
armar.v
arte.n
audiodescrição.n
autoria.n
co-produção.n
compor.v
configurar.v
coprodução.n
criação.n
criar.v
dar origem.v
direção.n
elaborar.v
estabelecer.v
estabelecido.a
fazer.v
fundado.a
fundar.v
ideia.n
ilustração.n
Inventa.v
organizar.v
preparar.v
produção.n
produtor.a
produzir.v
realizar.v
reinventar.v
ter.v
","fonder.v
sortir.v","create.v
creation.n
cultivation.n
develop.v
development.n
establish.v
establishment.n
found.v
generate.v
generation.n
make.v
produce.v
production.n
productive.a
set up.v
setup.n
synthesis.n
synthesise.v","Created_entity
Creator","The Creator creates a new entity, the Created_entity, possibly out of Components.
The Libyans were generating arms for export.",Intentionally_create,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/255,ExactMatch,
1357,Interactive_moves,"contraataque.n
contratacar.v
defender.v
defensa.n
escapar.v
lanzamiento.n
lanzar.v
marcación.n
marcar.v
pared.n
pasar.v
pase.n
recibir.v
regate.n
regatear.v","agarramento.n
agarrar.v
arremessar.v
arremesso.n
atacar.v
ataque.n
bater.v
block pass.n
block.n
bloquear.v
bloqueio.n
bola alta.n
carretilha.n
chapéu.n
chutar.v
chute.n
clear.n
clinche.n
combinar.v
contra-atacar.v
contra-ataque.n
cruzado.n
cruzamento.n
cruzar.v
defender.v
defesa.n
defletir.v
deflexão.n
derrubada.n
derrubar.v
devolução.n
devolver.v
direto.n
driblar.v
drible da vaca.n
drible.n
erguer.v
escalão.n
esquiva.n
esquivar.v
estabilização.n
estrangulamento.n
finta.n
gancho.n
golpe.n
golpear.v
imobilização.n
imobilizar.v
interceptação.n
interceptar.v
jab.n
knockdown.n
lambreta.n
lançamento.n
lançar.v
lençol.n
leque.n
levantamento.n
levantar.v
livrar.v
lob.n
lutar.v
marcação.n
marcar.v
maul.n
meia-lua.n
parada.n
passagem do bastão.n
passagem.n
passar.v
passe molhado.n
passe seco.n
passe.n
pontapé.n
pressionar.v
queda.n
receber.v
recepção.n
roubo de bola.n
ruck.n
socar.v
soco.n
swing.n
tabela.n
tabelar.v
tackle.n
tocar.v
toco.n
toque.n
troca.n
trocar.v
ultrapassar.v
uppercut.n
",,"attack.n
attack.v
block pass.n
block.n
block.v
blow.n
blow.v
body feint.n
brazilian cruzado.n
chip.n
choking.n
clear.n
clinch.n
combination.n
combine.v
counter attack.v
counter.n
counter.v
counterattack.n
counterattack.v
counterpunch.n
cross punch.n
cross.n
cross.v
crossing.n
cut out.v
defence.n
defend.v
deflect.v
deflection.n
direct.n
diversionary attack.n
dodge.n
dodge.v
dribble.n
dribble.v
dribbling.n
drop shot.n
drop.n
drop.v
dry pass.n
dummy.n
echelon.n
feint.n
fight.v
grab.n
grab.v
grapple.v
grappling.n
grasp.n
grasp.v
grip.n
grip.v
hand-off.n
hit.v
hold.n
hold.v
hook punch.n
hook.n
immobilization.n
immobilize.v
intercept.v
interception.n
jab.n
kick.n
kick.v
kicking.n
knock down.v
knockdown.n
lift off.v
lift up.v
lift.v
lob.n
lob.v
lurk.v
mark.v
marking.n
maul.n
one-two.n
overlap.v
overtake.v
parry.n
parry.v
pass.n
pass.v
passing.n
pin.v
pitch.n
pitch.v
punch.n
punch.v
punchcutting.n
rainbow flick.n
rainbow kick.n
receive.v
reception.n
return.n
return.v
reverse flick-over.n
ruck.n
set.n
steal.n
straight.n
strangling.n
strangulation.n
strike.v
stroke.n
swing.n
tackle.n
take down.v
takedown.n
throw.n
throw.v
uppercut.n
wet pass.n
wrestle.v
","Athletes
Athlete_1
Athlete_2",This frame describes the moves performed by an Athlete_1 in their interaction with an Athlete_2 or other Athletes.,?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1357,NoMatch,
677,Intercepting,,interceptar.v,,"intercept.v
interception.n","Interceptor
Theme","A volitionally acting Interceptor takes control, without being authorized to do so by the sender, of a Theme that is underway from a sender to a recipient. The Interceptor (or somebody on whose behalf they act) believes that the Theme reaching its goal would be against their interest.
The Theme may be a physical thing that is being conveyed, a self-moving entity, or information that is broadcast.
Police intercepted the call and raided the address.
The vessel got intercepted in the Mediterranean by the German navy .
A Royal Navy frigate intercepted his yacht off Gibraltar|pla.",Intercepting,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/677,ExactMatch,
572,Interior_profile_relation ,,"a.prep
dentre.prep
dentro de.prep
dentro.adv
em meio a.adv
em.prep
entre.prep
externar.v
externo.a
fora.adv
interno.a
no interior de.prep
no meio de.prep
","à l extérieur de.prep
dans.prep
dehors.adv","abroad.adv
amid.prep
among.prep
between.prep
in among.prep
in between.prep
in.prep
inside.prep
outside the wire.adv
outside.prep
within.prep","Figure
Ground
Profiled_region","A Figure is located in the interior (the Profiled_region--see Locative_relation frame) of the Ground. Some members of this frame indicate the plexity of the Ground, as either single-entity gestalt (inside), two-entity or bi-partite gestalt (between.prep), and multiple-entity or multipart gestalt (among.prep, amid.prep), while others are maximally general (in.prep).
This frame makes use of the Bounded_region image schema, a way of partitioning a scene into an Interior, an Exterior, and a Boundary. In some cases, the Boundary may be a physical entity that inhibits motion (""""in a box""""), while in other cases it may be based on a category boundary where properties change (""""in the garden""""). The LUs that specifically pick out two-entity or multi-entity Grounds imply the lack or irrelevancy of a physical barrier.
The bookmark inside her book was torn and written on .
My keys were in the street .
Step back outside . CNI DNI
She stood in a puddle and splashed desultorily .
I felt around inside the oven hood . CNI
They found the backpack and found a computer inside . DNI
Within the base , nobody knew the attack was about to hit .
We talked outside the office .
This frame is intended to cover cases in which the Ground is a critical locus for the event. (When annotating the main verb in such a case, the locative phrase may be annotated on a second layer as Means, Instrument, or Cause.)
The pole snapped off in her hand .
She combed her hair between her fingers .
In some very specific situations, a prepositional phrase can be used with a copula to describe the whole Profiled_region where a Figure is or could be, as in the following:
[Inside|Target] my wallet is where i put it .
[Outside|Target] your blind date's door seems like the worst place in the world .
As in other locative frames, the LUs interact productively with other lexical and non-lexical frames. One of the more confusing cases is with verbs involving gaze, in the which the Figure is specified by the governing verb to be the gaze of the viewer, and thus from the viewpoint of the locative LU is CNI. See the following:
They looked among the trees for an hour . CNI
This frame is used in several productive metaphor cases. One of the most frequent is the use of this frame to express an Entity (construed as a Figure) as a member of a category or state (construed as a Ground).
Is the economy in recession ?
There are good or bad weather days here , and nothing in between . DNI
Another productive metaphor is referring to a mental entity or activity of a cognizer (construed as a Figure) as being located inside the cognizer or the cognizer's mind (construed as a Ground):
You close your ears to the small voice within DNI
I felt an unease inside me .
It was as though a light had gone out somewhere inside of him .
I had inside of me this feeling that something was going to happen .
The frame can be used to talk about a member (construed as a Figure) being part of a group (construed as a Ground):
Then mingle the most gruesomest , grisliest ghost stories in among your jokes .
There are so many children in the family .
Two uses of this frame are either productive or semi-productive, and we have annotated examples experimentally on the assumption that the metaphors may be productive:
In the first and most common, Interior_profile_relation lexical units are used to describe the timing of events relative to other events or periods, with per target differentiation or homogeneity of the Ground events that serve as a reference, based on the literal use of a target:
amid the confusion
inside the competition period
between lunch and dinner
However, some members of this frame require that a time be construed (e.g. with the word """"period"""") while others can take events as Grounds directly.
In the second, some idea (construed as the Figure) is true in the context of a larger idea or text (construed as the Ground):
In the paper , `` self-control '' is used to mean a sense of willpower .
Inside the world he created , hobbits run wild .
Again, the productivity of the this metaphor is uncertain because inside.prep, in among.prep, and some other members of this frame do not occur in this metaphor, or are strangely constrained and do not paraphrase similar examples with in.prep.
This frame should not be used for cases in which the Ground element is a literal or metaphorical distance; see Within_distance.",Interior_profile_relation ,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/572,ExactMatch,
839,Interrupt_process,,"interromper.v
interrompido.a
interrupção.n",,"interrupt.v
interruption.n
uninterrupted.a","Actor
Cause
Process","A Cause (or associated Actor) causes an ongoing Process to temporarily stop.
The error interrupted the process.",Interrupt_process,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/839,ExactMatch,
359,Intoxicants ,,"água sanitária.n
álcool.n
bala.n
bebida alcoólica.n
bebida.n
bomba.n
bombar.v
cafeína.n
cerveja.n
charuto.n
chumbinho.n
cigarro.n
cinderela.n
cloro.n
cocaína.n
cola.n
coquetel.n
crack.n
droga.n
energético.n
entorpecente.n
gás.n
gasolina.n
k-othrine.n
lança-perfume.n
maconha.n
pedras de crack.n
produto químico.n
produtos de limpeza.n
racumin.n
radiação.n
sabão.n
spray.n
substância psicoativa.n
whisky.n
",,"acid.n
alcohol.n
amphetamine.n
barbiturate.n
cannabis.n
cigarette.n
cocaine.n
codeine.n
coke.n
crack.n
dope.n
downer.n
drug.n
ecstasy.n
freebase.n
grass.n
hallucinogen.n
hashish.n
heroin.n
inhalant.n
joint.n
ketamine.n
LSD.n
marijuana.n
mescaline.n
methamphetamine.n
morphine.n
nicotine.n
opium.n
peyote.n
pot.n
sedative.n
snuff.n
speed.n
tobacco.n
tranquillizer.n
upper.n
weed.n",Intoxicant,"An Intoxicant is ingested in order to achieve an altered state of consciousness. A Type or Descriptor may be indicated as well.
We smoked some high-grade [marijuana|Intoxicant].
They smoked freebase [cocaine|Intoxicant].
",Intoxicants ,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/359,ExactMatch,
192,Intoxication,,bêbado.a,,"blasted.a
blotto.a
drunk.a
high.a
inebriated.a
intoxicated.a
pissed.a
sloshed.a
sober.a
stoned.a
tipsy.a
trip.n
under the influence (of).prep
wasted.a","Cognizer
Intoxicant","This frame concerns people being in an altered mental state that is induced by an Intoxicant.
Cory was drunk.
Nutty stormed in drunk as a fiddler.",Intoxication,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/192,ExactMatch,
901,Invading,,"invadir.v
invasão.n
ocupação.n",,"invade.v
invader.n
invasion.n
overrun.v","Invader
Land","The Invader enters a Land in an aggressive attempt to cripple or dominate its people and its government.
In August 1990 ,Iraq was invading Kuwait , which led to the Gulf war .
Some towns in Russia were ravaged by barbarian invasions in the thirteenth century.",Invading,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/901,ExactMatch,
903,Invasion_scenario,,,,,"Attacked
Invader","An Invader enters a land in an attempt to dominate the Attacked and they either fail or succeed.
",Invasion_scenario,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/903,ExactMatch,
1072,Irregular_combatants,,combatente.n,,"belligerent.n
combatant.n
fighter.n
guerrilla.n
hostile.n
militant.n",Combatant,"A Combatant is declared or loyal to a Side in a military Conflict. The Combatant is not part of any regular or (highly) organized fighting organization (such as an army), and is not necessarily a fighter by vocation.
A 20-year=old Argentinian [guerilla|Combatant] was firing at our squad.",Irregular_combatants,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1072,ExactMatch,
389,Isolated_places,,,,"back of beyond.n
backcountry.n
backwater.n
backwoods.n
boondocks.n
boonies.n
Bumblefuck.n
fly-over country.n
godforsaken.a
middle of nowhere.n
off the beaten path.adv
out-of-the-way.a
outback.n
Podunk.n
the sticks.n",Place ,"A Place is located far off from centers of population, culture, and/or trade.
I'm from the [middle |Place][of |Place][nowhere|Place], California.",Isolated_places,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/389,ExactMatch,
23,Judgment ,,"admirar.v
apaixonado.a
direito.adv
errar.v
estigmatizar.v
honesto.a
icônico.a
impecável.a
precioso.a
respeitar.v
respeito.n
severo.a
valioso.a
valorizar.v
","stigmatiser.v
valoir.v
valoriser.v","accolade.n
accuse.v
admiration.n
admire.v
admiring.a
applaud.v
appreciate.v
appreciation.n
appreciative.a
approbation.n
approve.v
approving.a
blame.n
blame.v
boo.v
contempt.n
contemptuous.a
critical.a
damnation.n
deify.v
deplore.v
derisive.a
disapproval.n
disapprove.v
disapproving.a
disdain.n
disdain.v
disdainful.a
disrespect.n
esteem.n
esteem.v
exalt.v
exaltation.n
fault.n
fault.v
mock.v
mockery.n
prize.v
reprehensible.a
reproach.n
reproachful.a
respect.n
respect.v
revere.v
reverence.n
scorn.n
scorn.v
scornful.a
set store.v
stigma.n
stigmatize.v
stricture.n
uncritical.a
value.v
vilification.n","Cognizer
Evaluee
Expressor
Reason","A Cognizer makes a judgment about an Evaluee. The judgment may be positive (e.g. respect) or negative (e.g. condemn), and this information is recorded in the semantic types Positive and Negative on the Lexical Units of this frame. There may be a specific Reason for the Cognizer's judgment, or there may be a capacity or Role in which the Evaluee is judged.
This frame is distinct from the Judgment_communication frame in that this frame does not involve the Cognizer communicating his or her judgment to an Addressee.
JUDGMENT: She admired Einstein for his character.
JUDGMENT_COMMUNICATION: She accused Einstein of collusion.
Currently, however, some lexical units and annotation for both remain in this frame.
",Judgment ,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/23,ExactMatch,
197,Judgment_communication,"acusar.v
alabar.v
censurar.v
criticar.v
elogiar.v
ensalzar.v
menospreciar.v
recriminar.v
regañar.v
reprender.v
ridiculizar.v","celebrar.v
censura.n
crítica.n
criticar.v
crítico.a
",célébrer.v,"acclaim.n
acclaim.v
accusation.n
accuse.v
attack.n
attack.v
belittle.v
belittlement.n
belittling.n
blame.v
blast.v
castigate.v
censure.n
censure.v
charge.n
charge.v
cite.v
commend.v
commendable.a
commendation.n
commendatory.a
condemn.v
condemnation.n
critic.n
critical.a
criticism.n
criticize.v
critique.n
critique.v
damn.v
decry.v
denigrate.v
denigration.n
denigrative.a
denounce.v
denouncement.n
denunciation.n
denunciative.a
denunciatory.a
deprecate.v
deprecation.n
deprecative.a
deprecatory.a
deride.v
derision.n
disparage.v
disparagement.n
disparaging.a
dump.v
excoriate.v
excoriation.n
execrate.v
execration.n
execrative.a
extol.v
gibe.v
hail.v
harangue.n
harangue.v
kudos.n
laud.v
laudable.a
laudatory.a
malediction.n
maledictory.a
mock.v
mocking.a
pin.v
praise.n
praise.v
protest.n
protest.v
rave.v
recriminate.v
recrimination.n
remonstrance.n
remonstrate.v
reprehend.v
reprehension.n
ridicule.n
ridicule.v
rip.v
scathing.a
scoff.v
slam.v
tout.v","Communicator
Evaluee
Expressor
Medium
Reason
Topic","A Communicator communicates a judgment of an Evaluee to an Addressee. The judgment may be positive (e.g. praise) or negative (e.g. criticize), and this is indicated by the semantic types Positive and Negative attached to the lexical units. This frame does not contain words where Evaluee and the Addressee are necessarily the same .
I|Com commended his handling of the crisis.
Gaston|Com denounced him to the committee.
This is distinct from the Judgment frame in that it involves the communication of an evaluation, rather than merely forming and holding a particular evaluation.",Judgment_communication,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/197,ExactMatch,
448,Judgment_direct_address,,"obrigado.a
obrigado.n
parabéns.n
",merci.intj,"admonish.v
admonishment.n
admonition.n
berate.v
castigation.n
castigatory.a
chastise.v
chastisement.n
chide.v
compliment.n
compliment.v
congratulate.v
give shit.v
harangue.v
jeer.n
jeer.v
rebuke.n
rebuke.v
reprimand.n
reprimand.v
reproach.v
reproof.n
reprove.v
scold.v
take to task.v
talking-to.n
tell off.v
telling off.n
thank.v
thanks.n
tongue-lashing.n
upbraid.v","Addressee
Communicator
Expressor
Medium
Reason
Topic","In this frame, a Communicator judges the Addressee and then communicates that appraisal directly to the Addressee. The judgment is given for a particular Reason or about a particular Topic.
The principal rebuked the student for cheating on the exam.",Judgment_direct_address,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/448,ExactMatch,
1148,Judgment_of_intensity,,"árduo.a
forte.a
gravar.v
grave.a
insuportável.a
marcadamente.adv
proporcional.a
vivo.a
",,"faint.a
lightest.a
severe.a
strong.a
weak.a","Degree
Entity
Attribute","A speaker characterizes the intensity of an Attribute of an Entity by a Degree.
He has a severe behavioral disorder.",Judgment_of_intensity,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1148,ExactMatch,
726,Judicial_body,,"tribunal.n
vara.n
",,"court.n
judicial.a
judiciary.n
tribunal.n","Domain
Judicial_body
Jurisdiction
Task","A Source_of_authority, typically a government, relies upon a set of institutions specialized for the administration of justice. These Judicial_body s hear cases that originate within their Jurisdiction and relate to the Task given to them by the Source_of_authority. Often, a Judicial_body is part of a larger system within which its Rank can be specified. The Judicial_body is typically located in a specific location, the Seat.
The federal [judiciary|Judicial_body]'s certification process is the foundation of the interpreter program. INI DNI
The city files an appeal with the state's Eastern District [Court|Judicial_body] of Appeals.
The case, tried in the US|sou District [Court|Judicial_body] in Boston|sea, involved technical and financial issues regarding the feasibility of the project. INI
On Oct. 31, the Alaska State Superior [Court|Judicial_body] granted Chugach Electric Association's Oct. 3 request to dissolve the stay. INI
",Judicial_body,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/726,ExactMatch,
270,Jury_deliberation,,,,"deliberate.v
deliberation.n","Case
Charges
Jury
Possible_sentence","The Jury discuss the Case and its Charges in order to evaluate the Possible_sentence of the accused.
The jury deliberated his guilt.",Jury_deliberation,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/270,ExactMatch,
918,Just_found_out,,"chocado.a
",frapper.v,"shock.n
shocked.a
surprise.n
surprised.a","Experiencer
Expressor
State
Stimulus
Topic","An Experiencer, Expressor, or State can be described as having a surprised emotion as evoked by a Stimulus or concerning a Topic.
I was more shocked about the child than she was.
Mrs Nowak was surprised by the amount of money Mills left her.
I think the shock of that recognition drove me a little crazy.
",Just_found_out,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/918,ExactMatch,
416,Justifying,,,,"account.v
defend.v
explain.v
justification.n
justify.v
rationalize.v","Act
Agent
State_of_affairs","An Agent uses some Means to explain why their Act or omission or a State_of_affairs they are involved in was licit despite appearances, often mentioning mitigating circumstances. Before this occurs, the Agent has done or omitted to do an Act or is responsible for the obtaining of a State_of_affairs, which a Judge deems to constitute a violation of an obligation or a moral guideline.
NOTE: There is a consistent metaphorical conception of justifying as defending. Words in the defending frame can also be used in the justifying frame.
Kim failed to fully justify his decision.",Justifying,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/416,ExactMatch,
1156,Key,,"chave.n
",,"combination.n
key.n
keycard.n
passcard.n
password.n","Function
Key
Location
Object","This frame is for objects, physical or otherwise, which are used to grant access to some location or function.
Robert's master keycard opens any door in the building.
Robert's master keycard opens any door in the building.",Key,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1156,ExactMatch,
111,Kidnapping,,"sequestrar.v
sequestro.n
",,"abduct.v
abducted.a
abduction.n
abductor.n
kidnap.v
kidnapped.a
kidnapper.n
kidnapping.n
nab.v
shanghai.v
snatch.v
snatcher.n","Perpetrator
Victim","The words in this frame describe situations in which a Perpetrator carries off and holds the Victim against his or her will by force.
Two men kidnapped a Millwall soccer club employee, police said last night.
Not even the abduction of his children by Captain Hook and his scurvy sidekick, Smee|Perp, can shake Peter's scepticism.",Kidnapping,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/111,ExactMatch,
433,Killing,,"autoextermínio.n
extermínio.n
feminicídio.n
homicidar.v
homicidiar.v
homicídio.n
matar.v
morto.a
suicidar.v
suicídio.n",,"annihilate.v
annihilation.n
asphyxiate.v
assassin.n
assassinate.v
assassination.n
behead.v
beheading.n
blood-bath.n
bloodshed.n
butcher.v
butchery.n
carnage.n
crucifixion.n
crucify.v
deadly.a
decapitate.v
decapitation.n
destroy.v
dispatch.v
do in.v
drown.v
eliminate.v
euthanasia.n
euthanize.v
exterminate.v
extermination.n
fatal.a
fatality.n
fratricide.n
garrotte.v
genocide.n
holocaust.n
homicide.n
immolation.n
infanticide.n
kill.v
killer.n
killing.n
lethal.a
lethal.a
liquidate.v
liquidation.n
liquidator.n
lynch.v
massacre.n
massacre.v
matricide.n
murder.n
murder.v
murderer.n
patricide.n
pogrom.n
regicide.n
shooting.n
silence.v
slaughter.n
slaughter.v
slaughterer.n
slay.v
slayer.n
slaying.n
smother.v
smothering.n
starve.v
suffocate.v
suffocation.n
suicide.n
suicide.v
take (someone's) life.idio
take out.v
terminate.v","Cause
Instrument
Killer
Means
Victim","A Killer or Cause causes the death of the Victim.
John drowned Martha.",Killing,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/433,ExactMatch,
