id,frame,lus,fe,definition,связь с BFN,link,MatchEvaluation
802,Ontogenese,[],"['Domäne', 'Entität', 'Organismus']","Eine  FE:EntitätEntität entwickelt sich von einem  FE:Zustand_vorherFrühen_Stadium zu einem  FE:Zustand_nachherPost_Stadium. Die  FE:EntitätEntität kann auch durch ein Entitäts-kennzeichnendes Adjektiv dargestellt werden, das als  FE:DomäneDomäne bezeichnet wird, wie im ersten Beispiel unten gezeigt. HINWEIS: Dieser Frame ist nicht für die Evolution einer ganzen Spezies gedacht, sondern für die Entwicklung eines einzelnen Organismus.",Ontogeny,https://framenet-constructicon.hhu.de/framenet/frame?id=802,ExactMatch
798,Opfern_für,"[('opfern', 'V')]","['Agens', 'Gut', 'Nutzen']","Ein  FE:AgensAgens opfert ein (oft abstraktes)  FE:GutGut im Austausch für einen  FE:NutzenNutzen, der als besser oder wertvoller erachtet wird.",Sacrificing_for,https://framenet-constructicon.hhu.de/framenet/frame?id=798,ExactMatch
619,Optisches_Bild,"[('Silhouette', 'N')]","['Bild', 'Quelle']","Dieser Frame beschreibt nicht-artefaktische  FE:BildBilder, die sich aus einer Wechselwirkung zwischen Licht und einer Art von Materie, normalerweise einer Quellentität ( FE:QuelleQuelle), ergeben.",Optical_image,https://framenet-constructicon.hhu.de/framenet/frame?id=619,ExactMatch
64,Ordnungszahlen,[],"['Element', 'Grundlegende_Ordnung', 'Startpunkt', 'Typ', 'Vergleichsmenge']","Ein  FE:ElementElement wird entweder durch die Reihenfolge, in der die Elemente einer Menge einem impliziten Erkennenden begegnen würden, oder durch die Reihenfolge, in der die Elemente einer Menge an einem Ereignis oder Zustand beteiligt sind, der als  FE:Grundlegende_OrdnungGrundlegende_Ordnung dient. Der erste Fall enthält normalerweise einen  FE:StartpunktStartpunkt für die durchgehende Reihe, während der zweite eine  FE:Grundlegende_OrdnungGrundlegende_Ordnung enthält, was normalerweise ein Ereignis darstellt, an dem das  FE:ElementElement zusammen mit anderen Mitgliedern seiner   FE:VergleichsmengeVergleichsreihe teilgenommen hat. Beachten Sie, dass das  FE:ElementElement auf einer zweiten Ebene kommentiert werden sollte, außer in Fällen, in denen die Substantivstruktur, an der das Ordinal beteiligt ist, prädikativ ist.",Ordinal_numbers,https://framenet-constructicon.hhu.de/framenet/frame?id=64,ExactMatch
166,Organisation,[],"['Mitglieder', 'Organisation']","Eine  FE:OrganisationOrganisation ist eine bewusst gebildete menschliche soziale Gruppe mit einer bestimmten Struktur und  FE:MitgliederMitgliedern. Sie kann informell, kurzlebig, aber auch komplex und langlebig sein. Die  FE:MitgliederMitglieder können sich dabei ihrer Mitgliedschaft bewusst oder unbewusst sein.",Organization,https://framenet-constructicon.hhu.de/framenet/frame?id=166,ExactMatch
192,Orientierungsrahmen,[],"['Ganzes', 'Teil']","In diesem Frame gibt es einen  FE:TeilTeil, der zu einem  FE:GanzesGanzen gehört, in dem sich der  FE:TeilTeil in Bezug auf die kanonische oder inhärente Ausrichtung des  FE:GanzesGanzen definiert. In Fällen, in denen das [target]Target[/target] ein Adjektiv ist, beschreibt es eine besondere Beziehung zum Substantiv, welches es so modifiziert, dass eine Phrase, die ein syntaktisches Argument des Substantivs darstellt, semantisch frei ist, um sich in die Argumentstruktur des Adjektivs einzufügen, wie in",Part_orientational,https://framenet-constructicon.hhu.de/framenet/frame?id=192,ExactMatch
313,Ort_verlassen,[],"['Quelle', 'Selbstständig_Bewegender']","Ein  FE:Selbstständig_BewegenderSelbstständig_Bewegender verlässt einen Anfangsstandort ( FE:QuelleSource). Der  FE:WegWeg, den der Selbstständig_Bewegende geht, und das  FE:Anvisiertes_ZielVorgesehenes_Ziel der  FE:RichtungRichtung können ebenfalls erwähnt werden. In vielen LE, die diesen Frame aufrufen, gibt es eine zusätzliche Implikation, dass der  FE:Selbstständig_BewegenderSelbstständig_Bewegende mit der Anfangsposition ( FE:QuelleSource) unzufrieden ist.",Quitting_a_place,https://framenet-constructicon.hhu.de/framenet/frame?id=313,ExactMatch
980,Parteilichkeit,[],"['Disput', 'Entscheidungsträger', 'Expressor', 'Manifestation', 'Seite_1', 'Seite_2', 'Seiten']","Ein  FE:BeurteilenderBeurteilender fällt ein Urteil über zwei oder mehr  FE:SeitenSeiten und agiert dabei befangen oder neutral. Die  FE:SeitenSeiten können sich in einem Streitfall einander gegenüber stehen oder in einer Wahlsituation für den  FE:BeurteilenderBeurteilenden die Wahlmöglichkeiten darstellen. Ferner kann die  FE:DomäneDomäne, in der der  FE:BeurteilenderBeurteilende parteiisch oder unparteiisch ist, ebenso ausgedrückt werden wie der  FE:GradGrad der Befangenheit oder Neutralität.",Partiality,https://framenet-constructicon.hhu.de/framenet/frame?id=980,ExactMatch
142,Partei_ergreifen,"[('sein (für)', 'V')]","['Angelegenheit', 'Handlung', 'Kognizierender', 'Seite']",Ein  FE:KognizierenderKognizierender hat einen relativ festen positiven oder negativen Blickwinkel auf ein  FE:AngelegenheitThema. In einer Debatte zu diesem  FE:AngelegenheitThema kann eine bestimmte  FE:SeiteSeite bezogen oder für eine  FE:HandlungHandlung einer  FE:SeiteSeite in Bezug auf das  FE:AngelegenheitThema eingestanden werden. Der  FE:GradGrad der Ausrichtung des  FE:KognizierenderKognizierenden kann dabei mitangegeben werden.,Taking_sides,https://framenet-constructicon.hhu.de/framenet/frame?id=142,ExactMatch
737,Patrouillieren,[],"['Erwünschter_Sachverhalt', 'Patrouille', 'Suchbereich', 'Unerwünschtes', 'Zweck']","Eine Einzelperson oder Gruppe, die  FE:PatrouillePatrouille, bewegt sich durch und untersucht ein  FE:SuchbereichGelände, um sicherzustellen, dass es sich in einem allgemeinen  FE:Erwünschter_SachverhaltSoll-Zustand befindet, insbesondere, dass es sicher ist und sich keine gefährliche  FE:UnerwünschtesUnerwünschte_Entität dort aufhält. Anstatt sich durch das  FE:SuchbereichGelände zu bewegen, kann sich die  FE:PatrouillePatrouille derart bewegen, dass alle (relevanten) Teile des  FE:SuchbereichGeländes beobachtet und überprüft werden können.",Patrolling,https://framenet-constructicon.hhu.de/framenet/frame?id=737,ExactMatch
252,Personen_im_politischen_Spektrum,"[('Konservative', 'N'), ('Linke', 'N')]",['Person'],"Eine  FE:PersonPerson gehört zu einer Gruppe, die nach politischen Ansichten zu bestimmten Themen kategorisiert ist, die die Mitglieder der Gruppe zu teilen neigen, was im Gegensatz zu anderen Gruppen steht, die unterschiedliche Ansichten zu den Themen haben. Es wird davon ausgegangen, dass sich die Ansichten zu bestimmten Themen, die die  FE:PersonPerson mit den anderen Mitgliedern teilt, aus allgemeinen Prinzipien oder Überzeugungen ergeben und nicht zufällig oder vorübergehend sind.",People_along_political_spectrum,https://framenet-constructicon.hhu.de/framenet/frame?id=252,ExactMatch
1213,Personen_nach_Alter,[],"['Alter', 'Person']","Dieser Frame enthält Wörter für Personen, die in Bezug auf ihr Alter betrachtet werden. Die  FE:PersonPerson ist als unabhängig von anderen spezifischen Personen konzipiert, mit denen sie Beziehungen unterhält, und unabhängig von ihrer Teilnahme an einer bestimmten Tätigkeit. Sie können einen  FE:DeskriptorDeskriptor,  FE:HerkunftHerkunft,  FE:Beständiges_MerkmalPersistentes_Merkmal oder  FE:EthnizitätEthnizität haben. Ein bestimmtes  FE:AlterAlter kann manchmal auch angegeben werden.",People_by_age,https://framenet-constructicon.hhu.de/framenet/frame?id=1213,ExactMatch
33,Personen_nach_Beruf,"[('Angestellter', 'N'), ('Kellner', 'N'), ('Kumpel', 'N'), ('Schauspieler', 'N')]",['Person'],Eine  FE:PersonPerson wird im Zusammenhang mit dem von ihr ausgeübten Beruf genannt.,People_by_vocation,https://framenet-constructicon.hhu.de/framenet/frame?id=33,ExactMatch
12,Personen_nach_Gerichtsbarkeit,"[('Bürger', 'N')]",['Person'],"Eine  FE:PersonPerson wird im Zusammenhang mit ihrer  FE:GerichtsbarkeitGerichtsbarkeit, etwa ihrem rechtlichen Status, genannt. Sie kann auch von einer politischen oder religiösen  FE:AutoritätAutorität konzipiert sein.",People_by_jurisdiction,https://framenet-constructicon.hhu.de/framenet/frame?id=12,ExactMatch
1214,Personen_nach_Herkunft,"[('Ausländer', 'N'), ('Brite', 'N'), ('Franzose', 'N')]","['Herkunft', 'Person']","Eine  FE:PersonPerson wird im Zusammenhang mit ihrer  FE:HerkunftHerkunft genannt. Die  FE:HerkunftHerkunft ist meist im Target enthalten, kann aber gelegentlich auch separat angegeben werden.",People_by_origin,https://framenet-constructicon.hhu.de/framenet/frame?id=1214,ExactMatch
780,Personen_nach_militärischem_Fachgebiet,[],['Kämpfer'],Die LE in diesem Frame beziehen sich auf  FE:KämpferKämpfer in  FE:Militärische_OrganisationMilitärischen_Organisationen entsprechend ihres allgemeinen Fachgebiets oder ihrer Funktion an einem bestimmten Ort und zu einer bestimmten Zeit. Der  FE:KämpferKämpfer kann Teil der Streitkräfte eines Nationalstaates oder Mitglied einer irregulären Militärorganisation sein.,People_by_military_specialty,https://framenet-constructicon.hhu.de/framenet/frame?id=780,ExactMatch
46,Personen_nach_Moral,[],['Person'],"Dieser Frame enthält LE für Einzelpersonen, d.h. Menschen, deren spezifische Handlungen oder allgemeines Verhalten anhand von Standards der Moral oder Richtigkeit beurteilt werden. Die  FE:PersonPerson kann ein  FE:AlterAlter, eine  FE:DeskriptorEigenschaft, eine  FE:HerkunftHerkunft, ein  FE:Beständiges_MerkmalPersistentes_Merkmal oder eine  FE:EthnizitätEthnizität haben.",People_by_morality,https://framenet-constructicon.hhu.de/framenet/frame?id=46,ExactMatch
11,Personen_nach_Religion,"[('Baptist', 'N')]","['Person', 'Religion']","Eine  FE:PersonPerson wird im Zusammenhang mit ihrer (mutmaßlichen oder faktischen)  FE:ReligionReligion genannt. Die  FE:ReligionReligion ist meist im Target inkorporiert, wird zum Teil aber auch getrennt angegeben.",People_by_religion,https://framenet-constructicon.hhu.de/framenet/frame?id=11,ExactMatch
60,Personen_nach_Wohnsitz,[],"['Angegebener_Bewohner', 'Bekannter_Bewohner', 'Bewohner']","Dieser Frame enthält Bezeichnungen für Einzelpersonen, d.h. Menschen, in Bezug auf die Nähe zu ihrem Wohnsitz. Diese Beziehung kann entweder symmetrisch (als  FE:BewohnerBewohner) oder asymmetrisch (als  FE:Bekannter_BewohnerBekannter_Bewohner und  FE:Angegebener_BewohnerAngegebener_Bewohner) definiert werden. Die  FE:BewohnerBewohner oder der  FE:Angegebener_BewohnerAngegebene_Bewohner können ein  FE:AlterAlter, einen  FE:DeskriptorDeskriptor, ein  FE:Beständiges_MerkmalBeständiges_Merkmal oder eine bestimmte  FE:EthnizitätEthnizität besitzen.",People_by_residence,https://framenet-constructicon.hhu.de/framenet/frame?id=60,ExactMatch
658,Persönlicher_Erfolg,[],"['Bestreben', 'Person']","Eine  FE:PersonPerson hat eine Entwicklungsphase und/oder schwierige Zeit in Bezug auf ein bestimmtes  FE:BestrebenBestreben hinter sich und befindet sich nun in einem Zustand des Wohlstands und/oder des Ansehens. LE in diesem Frame beziehen sich auf einen Entwicklungspfad, der mit dem Ziel einer  FE:PersonPerson zusammenhängt, das die  FE:PersonPerson nach dem Durchlaufen des Entwicklungspfades erreicht oder nicht erreicht. Man beachte, dass in diesem Frame der Erfolg eines Ereignisses vom Frame Erfolgreiches_Handeln zu unterscheiden ist.",Personal_success,https://framenet-constructicon.hhu.de/framenet/frame?id=658,ExactMatch
10,Persönliche_Beziehung,[],"['Partner', 'Partner_1', 'Partner_2']","Die Worte in diesem Frame beziehen sich auf Menschen und ihre persönlichen  FE:BeziehungBeziehungen, die sie haben oder haben können. Einige der Wörter kennzeichnen Menschen, die an einer bestimmten Art von  FE:BeziehungBeziehung beteiligt sind, andere kennzeichnen die  FE:BeziehungBeziehung, wieder andere die Ereignisse, die die  FE:BeziehungBeziehungen hervorrufen oder beenden. Viele der Wörter setzen ein Verständnis von Zuständen und Ereignissen voraus, die eingetreten sein müssen, bevor ein anderes Ereignis eintritt oder bevor eine Person auf eine bestimmte Weise klassifiziert werden kann.",Personal_relationship,https://framenet-constructicon.hhu.de/framenet/frame?id=10,ExactMatch
874,Pflanzen,[],['Pflanze'],"Dieser Frame erfasst  FE:PflanzePflanzen, also andere biologische Entitäten als Menschen und Tiere.",Plants,https://framenet-constructicon.hhu.de/framenet/frame?id=874,ExactMatch
930,Physische_Entität,"[('Dose', 'N'), ('Keramik', 'N'), ('Kram', 'N'), ('Pokal', 'N'), ('Schwert', 'N'), ('Tastatur', 'N')]",['Entität'],"Eine visuell, haptisch oder taktil erfahrbare  FE:EntitätEntität existiert an einem  FE:OrtOrt.",Physical_entity,https://framenet-constructicon.hhu.de/framenet/frame?id=930,ExactMatch
321,Physische_Kunstwerke,[],['Artefakt'],"Ein physischer Gegenstand, das  FE:ArtefaktArtefakt, wird von einem  FE:ErschaffenderEntwickler produziert, um die Vorstellungen, Emotionen oder die Wahrnehmung eines Publikums zu stimulieren. Obwohl es in vielen Fällen nicht erforderlich ist, soll das erstellte  FE:ArtefaktArtefakt eine tatsächliche oder imaginäre Entität oder ein Ereignis darstellen, das  FE:RepräsentiertesRepräsentierte. Das  FE:RepräsentiertesRepräsentierte kann in einem bestimmten Zustand ( FE:Zustand_des_RepräsentiertenZustand_des_Repräsentierten) dargestellt werden.",Physical_artworks,https://framenet-constructicon.hhu.de/framenet/frame?id=321,ExactMatch
116,Piraterie,"[('kapern', 'V'), ('überfallen', 'V')]","['Fortbewegungsmittel', 'Opfer', 'Täter']",Ein  FE:TäterTäter erlangt gewaltsam die Kontrolle über das  FE:FortbewegungsmittelFortbewegungsmittel eines  FE:OpferOpfers und fügt damit dem  FE:OpferOpfer oder dem  FE:FortbewegungsmittelFortbewegungsmittel direkt oder indirekt (potentiell) Schaden zu.,Piracy,https://framenet-constructicon.hhu.de/framenet/frame?id=116,ExactMatch
356,Plan_ausführen,"[('einführen', 'V'), ('implementieren', 'V'), ('realisieren', 'V'), ('umsetzen', 'V')]","['Agens', 'Medium', 'Plan']","Ein  FE:AgensAgens handelt nach einem Plan, führt ihn aus (oder unternimmt Schritte, um ihn auszuführen). In einigen Fällen ist das  FE:AgensAgens ein zentraler Bestandteil des  FE:PlanPlans, obwohl auch ein separater  FE:Zentraler_TeilnehmerZentraler_Teilnehmer erwähnt werden kann. Der  FE:PlanPlan kann in Bezug auf die  FE:DauerDauer, die er in Kraft tritt, festgelegt werden.",Execute_plan,https://framenet-constructicon.hhu.de/framenet/frame?id=356,ExactMatch
1119,Platzieren,"[('bringen', 'V'), ('deponieren', 'V'), ('einladen', 'V'), ('einpacken', 'V'), ('einschalten', 'V'), ('einsetzen', 'V'), ('einstellen', 'V'), ('geben', 'V'), ('hinlegen', 'V'), ('hängen', 'V'), ('legen', 'V'), ('packen', 'V'), ('parken', 'V'), ('platzieren', 'V'), ('schalten', 'V'), ('stecken', 'V'), ('stellen', 'V'), ('stellen unter', 'NONE'), ('tauchen', 'V'), ('tun', 'V'), ('verpacken', 'V')]","['Agens', 'Objekt', 'Ursache', 'Ziel']","Ein  FE:AgensAgens platziert im Allgemeinen (ohne translatorische Bewegung) ein  FE:ObjektObjekt an einem  FE:ZielZiel, das profiliert ist. Statt eines  FE:AgensAgens kann die Platzierung auch von einer nicht-fühlenden, nicht-agentivischen Entität ausgehen, der  FE:UrsacheUrsache. Das  FE:ObjektObjekt steht dabei unter der Kontrolle des  FE:AgensAgens oder der  FE:UrsacheUrsache zum Zeitpunkt seiner Ankunft am  FE:ZielZiel.",Placing,https://framenet-constructicon.hhu.de/framenet/frame?id=1119,ExactMatch
635,Platzieren_Szenario,[],"['Agens', 'Objekt', 'Ursache', 'Ziel']","Dieser Frame stellt die abstrakte Szene dar, in der ein  FE:AgensAgens den Standort eines  FE:ObjektObjektes manipuliert und damit ein  FE:ZielZiel beeinflusst, das schließlich mit dem  FE:ObjektObjekt ko-lokalisiert wird. Dieser Frame ist in erster Linie für die Vererbung gedacht.",Placing_scenario,https://framenet-constructicon.hhu.de/framenet/frame?id=635,ExactMatch
84,Platz_einnehmen_von,[],"['Altes', 'Funktion', 'Neues', 'Rolle']","Ein  FE:Neuesneuer Füllwert nimmt eine  FE:RolleRolle ein oder dient einer  FE:FunktionFunktion, nachdem der  FE:Altesalte Füllwert die Position nicht mehr einnimmt oder vorübergehend nicht einnehmen kann. In vielen Fällen bleibt die  FE:RolleRolle oder  FE:FunktionFunktion implizit.",Take_place_of,https://framenet-constructicon.hhu.de/framenet/frame?id=84,ExactMatch
679,Politische_Handlungen,[],"['Aktivisten', 'Forderungen', 'Institution']","Eine weniger mächtige Person oder Gruppe von Menschen („die  FE:AktivistenAktivisten“) übt eine Handlung aus, die darauf abzielt, eine mächtigere Person oder Gruppe („die  FE:InstitutionInstitution""“) zu beeinträchtigen oder zu schwächen, um sich mittels einer Reihe von  FE:ForderungenForderungen über die Verfehlungen, die die Institution begangenen hat, zu beschweren.",Political_actions,https://framenet-constructicon.hhu.de/framenet/frame?id=679,ExactMatch
472,Politische_Örtlichkeit,[],['Örtlichkeit'],"Dieser Frame umfasst LE, die Orte benennen, die politisch oder administrativ definiert sind.",Political_locales,https://framenet-constructicon.hhu.de/framenet/frame?id=472,ExactMatch
651,Popularität,"[('beliebt', 'ADJ'), ('cool', 'ADJ'), ('in', 'ADJ'), ('in aller Munde', 'MWA')]",['Bewertetes'],"Ein  FE:BewertetesBewertetes weist eine auf allgemeiner (oft nicht ästhetischer) Erwünschtheit basierende Beliebtheit auf. Bisweilen wird ein  FE:BeurteilenderBeurteilender genannt, der die Beliebtheit des  FE:BewertetesBewerteten bestimmt.",Popularity,https://framenet-constructicon.hhu.de/framenet/frame?id=651,ExactMatch
2271,Positionierung_stance,[],"['Position', 'Positionierter', 'Sachverhalt']","Ein Sprecher ordnet sich selbst und/oder anderen, den  FE:PositionierterPositionierten, eine  FE:PositionPosition (Haltung/ stance) zu, die sich auf einen  FE:SachverhaltSachverhalt oder Handlungszusammenhang bezieht.",,https://framenet-constructicon.hhu.de/framenet/frame?id=2271,
303,Prahlen,"[('angeben', 'V'), ('Prahlen', 'N'), ('prahlen', 'V'), ('Prahlerei', 'N'), ('prahlerisch', 'ADJ'), ('rühmen', 'V')]","['Expressor', 'Medium', 'Nachricht', 'Sprecher', 'Thema']","Ein  FE:SprecherSprecher spricht über ein  FE:ThemaThema, das eine Handlung des  FE:SprecherSprechers oder eine Entität oder ein Zustand sein kann, mit dem er verbunden ist, um anzuzeigen, dass der  FE:SprecherSprecher zu bewundern ist (bzw. dessen würdig ist). Der Sprecher kann eine ausdrückliche  FE:ErklärungErklärung geben, warum er Anerkennung für das  FE:ThemaThema verdient hat. Alternativ kann eine  FE:NachrichtBotschaft dazu dienen, unmittelbar zu beschreiben, was der  FE:SprecherSprecher sagt, sodass die spezifischere  FE:ErklärungErklärung für die Bewundernswürdigkeit abgeleitet werden kann. Anstelle des  FE:SprecherSprechers kann die Aktion metonymisch dem  FE:MediumMedium oder manchmal auch dem  FE:ExpressorÜbermittler zugeordnet werden.",Bragging,https://framenet-constructicon.hhu.de/framenet/frame?id=303,ExactMatch
532,Preise_gewinnen,"[('gewinnen', 'V'), ('holen', 'V')]","['Konkurrent', 'Preis']",Als Ergebnis seiner Teilnahme an einem  FE:WettbewerbWettbewerb bekommt oder beansprucht ein  FE:KonkurrentKonkurrent einen  FE:PreisPreis.,Win_prize,https://framenet-constructicon.hhu.de/framenet/frame?id=532,ExactMatch
665,Preis_pro_Einheit,"[('Preis', 'N'), ('Rate', 'N'), ('Tarif', 'N')]","['Preis', 'Produkt']","Ein  FE:ProduktProdukt wird von einem  FE:VerkäuferVerkäufer zu einem bestimmten  FE:PreisPreis angeboten, der sich explizit oder implizit auf eine Einheit bezieht. In einer Handelstransaktion ergeben sich die Gesamtkosten für den  FE:KäuferKäufer aus dem  FE:PreisPreis multipliziert mit der Anzahl der Einheiten des  FE:ProduktProdukts oder der angebotenen Dienstleistung.",Price_per_unit,https://framenet-constructicon.hhu.de/framenet/frame?id=665,ExactMatch
523,Problem_angehen,"[('angehen', 'V'), ('ankommen', 'V'), ('annehmen', 'V'), ('beschäftigen', 'V'), ('konfrontieren', 'V'), ('kämpfen', 'V'), ('nehmen', 'V'), ('stehen', 'V')]","['Agens', 'Angelegenheit']","Ein  FE:AgensAgens wird in eine  FE:AngelegenheitAngelegenheit involviert, die negative Folgen für es hat, und reagiert, indem es versucht, die  FE:AngelegenheitAngelegenheit zu lösen.",Confronting_problem,https://framenet-constructicon.hhu.de/framenet/frame?id=523,ExactMatch
231,Problem_lösen,[],"['Agens', 'Problem', 'Ursache']","Ein  FE:AgensAgens löst ein offenes  FE:ProblemProblem, indem er eine Lösung, Erklärung, Antwort etc. findet. Alternativ kann auch eine nicht-agentive  FE:UrsacheUrsache das  FE:ProblemProblem lösen. Die  FE:MittelMittel, der  FE:GradGrad, die  FE:ZeitZeit und der  FE:OrtOrt können auch ausgedrückt werden.",Resolve_problem,https://framenet-constructicon.hhu.de/framenet/frame?id=231,ExactMatch
801,Produktentwicklung,"[('entwickeln', 'V')]","['Entwickler', 'Produkt']","Ein  FE:EntwicklerEntwickler entwickelt ein  FE:ProduktProdukt, manchmal für ein  FE:UnternehmenUnternehmen.",Product_development,https://framenet-constructicon.hhu.de/framenet/frame?id=801,ExactMatch
800,Produktentwicklung_Szenario,[],"['Entität', 'Entwickler']","Ein  FE:EntwicklerEntwickler arbeitet daran, Fortschritte bei einem Produkt, der  FE:EntitätEntität, zu erzielen. Die  FE:EntitätEntität durchläuft typischerweise drei Entwicklungsstufen: den konzeptionellen Prozess (s. Frame Innovation_einführen (BFN: Achieving_first)), den Entwicklungsprozess (s. Produktentwicklung_Szenario (BFN: Product_development)) und den Fertigungsprozess (s. Produktion (BFN: Manufacturing)). Die  FE:EntitätEntität kann auch zusätzliche Prozesse wie Design, Konstruktion, Prototypisierung und Testverfahren durchlaufen.",Product_development_scenario,https://framenet-constructicon.hhu.de/framenet/frame?id=800,ExactMatch
1041,Produktion,"[('gewinnen', 'V'), ('herstellen', 'V'), ('klopfen', 'V'), ('kochen', 'V'), ('produzieren', 'V')]","['Fabrik', 'Produkt', 'Produzent']","Ein  FE:ProduzentProduzent oder eine  FE:FabrikFabrik produziert ein  FE:ProduktProdukt aus einer  FE:RessourceRessource, teils für für kommerzielle Zwecke.",Manufacturing,https://framenet-constructicon.hhu.de/framenet/frame?id=1041,ExactMatch
258,Produktlieferung,[],"['Käufer', 'Waren', 'Ziel', 'Zusteller']","Ein  FE:ZustellerZusteller transportiert  FE:WarenWaren zu einem  FE:KäuferKäufer oder (indirekter) an ein  FE:ZielZiel, das für den  FE:KäuferKäufer zugänglich ist, um den Kauf von  FE:WarenWaren zu ermöglichen, die sich zunächst an einem vom  FE:KäuferKäufer entfernten Ort befinden.",Product_delivery,https://framenet-constructicon.hhu.de/framenet/frame?id=258,ExactMatch
692,Produktlinie,"[('Kollektion', 'N'), ('Linie', 'N')]","['Designer', 'Kollektion', 'Marke', 'Produkte']",Ein bestimmter  FE:DesignerDesigner oder eine  FE:MarkeMarke erschafft und vertreibt eine  FE:KollektionKollektion verwandter  FE:ProdukteProdukte. Die einzelnen  FE:ProdukteProdukte können alle Teil eines Sets sein oder nur aufgrund der Saison oder eines anderen Faktors zusammenhängen.,Product_line,https://framenet-constructicon.hhu.de/framenet/frame?id=692,ExactMatch
75,Projekt,"[('Programm', 'N'), ('Projekt', 'N')]","['Agens', 'Aktivität', 'Bereich', 'Projekt', 'Saliente_Entität', 'Ziel']","Ein  FE:AgensAgens, das eine Einzelperson oder Gruppe sein kann, ist an einer komplexen  FE:AktivitätAktivität beteiligt. Ein größeres  FE:ZielZiel, das das  FE:AgensAgens zur Durchführung der  FE:AktivitätAktivität motiviert, kann angegeben werden. Anstelle einer bestimmten  FE:AktivitätAktivität kann ein  FE:BereichFeld der Bemühungen angegeben werden. Das Projekt kann auch einen  FE:NameNamen haben; die  FE:ZeitZeit sowie der  FE:OrtOrt, an dem es durchgeführt wird, können auch spezifiziert werden.",Project,https://framenet-constructicon.hhu.de/framenet/frame?id=75,ExactMatch
451,Proportionale_Quantität,[],"['Bezeichnete_Quantität', 'Individuen', 'Menge', 'Referenzgröße']","Die  FE:Bezeichnete_QuantitätBezeichnete_Quantität ist (im Allgemeinen) eine ungenaue Charakterisierung der Anzahl von  FE:IndividuenIndividuen oder einer  FE:MengeMenge, die mit Bezug auf eine relativ einfache und präzise erschließbare  FE:ReferenzgrößeBezugsgröße vorgenommen wird.",Proportional_quantity,https://framenet-constructicon.hhu.de/framenet/frame?id=451,ExactMatch
722,Protest,[],"['Angelegenheit', 'Handlung', 'Protestierender', 'Seite']","Ein  FE:ProtestierenderProtestierender (oder  FE:ProtestierenderProtestierende) äußert eine starke Meinung entweder für oder gegen ein  FE:AngelegenheitThema, oder die  FE:HandlungHandlung(en) einer  FE:SeiteSeite, die sich auf das  FE:AngelegenheitThema bezieht. Die öffentliche Äußerung von Unterstützung oder Opposition betrifft oft mehrere  FE:ProtestierenderProtestierende, die an einer organisierten Versammlung in einem öffentlichen Bereich teilnehmen.",Protest,https://framenet-constructicon.hhu.de/framenet/frame?id=722,ExactMatch
639,Prozess,"[('Prozess', 'N')]",['Prozess'],"Dieser Frame beschreibt ein komplexes, eine Zeit lang andauerndes Ereignis, das aus einer Anfangsphase, einer Phase, in der der Prozess läuft, und einem Abschluss oder einem Ende besteht. In einigen Fällen kann der Prozess pausieren und dann möglicherweise wieder fortgesetzt werden. Dieser Frame und auch seine untergeordneten Frames beziehen sich wesentlich auf etwas Prozesshaftes ( FE:ProzessProzess), d.h., es gibt keinen Verweis auf eine Entität, die diesen  FE:ProzessProzess durchläuft oder auf ein Agens, das diesen  FE:ProzessProzess initiiert. In formaler Hinsicht bezieht sich der Frame auf ein übergeordnetes ""controller x-schema"" (Narayananan 1997) und dessen Subframes, die Teilen des X-Schemas entsprechen.",Process,https://framenet-constructicon.hhu.de/framenet/frame?id=639,ExactMatch
641,Prozess_abgeschlossener_Zustand,"[('abschließen', 'V')]",['Prozess'],Ein  FE:ProzessProzess ist beendet und kann nicht fortgesetzt werden. Der abgeschlossene Zustand folgt auf das Ende des Prozesses (Prozess_Ende).,Process_completed_state,https://framenet-constructicon.hhu.de/framenet/frame?id=641,ExactMatch
228,Prozess_Anfangszustand,[],['Prozess'],Ein  FE:ProzessProzesses befindet sich vor seinem Beginn (Frame Prozess_Start) in einem Anfangszustand.,Process_initial_state,https://framenet-constructicon.hhu.de/framenet/frame?id=228,ExactMatch
232,Prozess_angehaltener_Zustand,[],['Prozess'],"Nachdem ein  FE:ProzessProzess gestoppt wurde, befindet er sich im Stillstand.",Process_stopped_state,https://framenet-constructicon.hhu.de/framenet/frame?id=232,ExactMatch
2094,Prozess_Bildschema,[],"['Anfangszustand', 'Endzustand', 'Ereignisse']","Ein Prozess beginnt mit dem  FE:AnfangszustandAnfangszustand (in der Skizze A), durchschreitet eine Abfolge an zeitlich miteinander verknüpften  FE:EreignisseEreignissen (z.B. B) und endet mit dem  FE:EndzustandEndzustand (C). Dieses Bildschema unterscheidet sich vom Zyklus_Bildschema darin, dass der Prozess nicht noch einmal von vorn beginnt.",,https://framenet-constructicon.hhu.de/framenet/frame?id=2094,
530,Prozess_einleiten,"[('beginnen', 'V'), ('eröffnen', 'V'), ('schalten', 'V'), ('starten', 'V')]","['Agens', 'Prozess']",Ein  FE:AgensAgens leitet einen  FE:ProzessProzess ein.,Launch_process,https://framenet-constructicon.hhu.de/framenet/frame?id=530,ExactMatch
